id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
1428,"up (awake, active)",preposition,a1,nan,ഉണർന്ന് / സജീവമായി,uṇarnn / sajīvamāyi
1429,up (direction),adverb,a1,nan,മുകളിലേക്ക്,mukaḷilēkk
1430,"up (direction, position)",preposition,a1,nan,മുകളിലേക്ക് / മുകളിൽ,mukaḷilēkk / mukaḷil
1431,"up (finished, completed)",preposition,a1,nan,കഴിഞ്ഞു / തീർന്നു,kaḻiññu / tīrnnu
1432,"upstairs (at the upper floor, position)",adverb,a1,nan,മുകളിലത്തെ നിലയിൽ / മുകളിൽ,mukaḷilatte nilayil / mukaḷil
1433,"upstairs (moving to the upper floor, direction)",adverb,a1,nan,മുകളിലത്തെ നിലയിലേക്ക് / മുകളിലേക്ക്,mukaḷilatte nilayilēkk / mukaḷilēkk
1434,"us (exclusive, accusative)",pronoun,a1,nan,ഞങ്ങളെ,ñaṅṅaḷe
1435,"us (exclusive, dative)",pronoun,a1,nan,ഞങ്ങൾക്ക്,ñaṅṅaḷkk
1436,"us (exclusive, I and others but not you)",pronoun,a1,nan,ഞങ്ങൾ,ñaṅṅaḷ
1437,"us (inclusive, accusative)",pronoun,a1,nan,നമ്മളെ,nammaḷe
1438,"us (inclusive, dative)",pronoun,a1,nan,നമുക്ക്,namukk
1439,"us (inclusive, you and I)",pronoun,a1,nan,നമ്മൾ,nammaḷ
1440,useful,adjective,a1,nan,ഉപയോഗപ്രദമായ / പ്രയോജനകരമായ / ഉപകാരപ്രദമായ,upayōgapradamāya / prayōjanakaramāya / upakārapradamāya
1441,usually,adverb,a1,nan,സാധാരണയായി / പതിവായി,sādhāraṇayāyi / pativāyi
1442,"vacation (a trip, tour)",noun,a1,nan,യാത്ര / വിനോദയാത്ര / ടൂർ,yātra / vinōdayātra / ṭūr
1443,"vacation (time off, leave)",noun,a1,nan,അവധി / വിശ്രമം / ഒഴിവ്,avadhi / viśramaṁ / oḻiv
1444,vegetable (general),noun,a1,nan,പച്ചക്കറി,paccakkaṟi
1445,vegetable (leafy greens),noun,a1,nan,ഇലക്കറി,ilakkaṟi
1446,"very (emphatic, formal)",adverb,a1,nan,അത്യധികം / വളരെ / ഏറെ,atyadhikaṁ / vaḷare / ēṟe
1447,"very (high intensity, formal)",adverb,a1,nan,അതിയായി / തീവ്രമായി / അങ്ങേയറ്റം,atiyāyi / tīvramāyi / aṅṅēyaṟṟaṁ
1448,very (standard intensifier),adverb,a1,nan,വളരെ / ഒരുപാട് / ഒത്തിരി,vaḷare / orupāṭ / ottiri
1449,video,noun,a1,nan,വീഡിയോ / ദൃശ്യം,vīḍiyō / dr̥śyaṁ
1450,"village (formal, official)",noun,a1,nan,ഗ്രാമം / വില്ലേജ്,grāmaṁ / villēj
1451,"village (hometown, place)",noun,a1,nan,നാട് / ഗ്രാമം,nāṭ / grāmaṁ
1452,visit,noun,a1,nan,സന്ദർശനം / കാണൽ,sandarśanaṁ / kāṇal
1453,visitor (guest),noun,a1,nan,അതിഥി / വിരുന്നുകാരൻ,atithi / virunnukāran
1454,visitor (official or tourist),noun,a1,nan,സന്ദർശകൻ / യാത്രക്കാരൻ,sandarśakan / yātrakkāran
1455,waiter,noun,a1,nan,വെയിറ്റർ / പരിചാരകൻ,veyiṟṟar / paricārakan
1456,walk,noun,a1,nan,നടത്തം / സഞ്ചാരം,naṭattaṁ / sañcāraṁ
1457,wall,noun,a1,nan,ചുമര് / മതിൽ,cumar / matil
1458,"warm (friendly, emotional)",adjective,a1,nan,ഊഷ്മളമായ / സ്നേഹമുള്ള,ūṣmaḷamāya / snēhamuḷḷa
1459,"warm (temperature, moderately hot)",adjective,a1,nan,ഇളംചൂടുള്ള / ചൂടുള്ള / മിതോഷ്ണമുള്ള,iḷaṁcūṭuḷḷa / cūṭuḷḷa / mitōṣṇamuḷḷa
1460,watch,noun,a1,nan,നോട്ടം / വീക്ഷണം,nōṭṭaṁ / vīkṣaṇaṁ
1461,watch (wristwatch),noun,a1,nan,വാച്ച് / കൈഘടികാരം,vācc / kaighaṭikāraṁ
1462,water (common),noun,a1,nan,വെള്ളം,veḷḷaṁ
1463,"water (formal, literary)",noun,a1,nan,ജലം,jalaṁ
1464,"way (manner, method)",noun,a1,nan,രീതി / വഴി / മാർഗ്ഗം,rīti / vaḻi / mārggaṁ
1465,"way (route, direction)",noun,a1,nan,വഴി / പാത / മാർഗ്ഗം,vaḻi / pāta / mārggaṁ
1466,we,pronoun,a1,nan,ഞങ്ങൾ / നമ്മൾ,ñaṅṅaḷ / nammaḷ
1467,weather,noun,a1,nan,കാലാവസ്ഥ,kālāvastha
1468,website (formal),noun,a1,nan,വെബ്സൈറ്റ്,vebsaiṟṟ
1469,wednesday,noun,a1,nan,ബുധനാഴ്ച,budhanāḻca
1470,week,noun,a1,nan,ആഴ്ച,āḻca
1471,weekend,noun,a1,nan,വാരാന്ത്യം / വീക്കെൻഡ്,vārāntyaṁ / vīkkenḍ
1472,welcome (greeting),exclamation,a1,nan,സ്വാഗതം,svāgataṁ
1473,"welcome (greeting, as in 'a welcome guest')",adjective,a1,nan,സ്വാഗതാർഹമായ / സന്തോഷകരമായ,svāgatārhamāya / santōṣakaramāya
1474,welcome (response to thank you),adjective,a1,nan,സാരമില്ല / എന്റെ സന്തോഷം,sāramilla / enṟe santōṣaṁ
1475,welcome! (greeting),exclamation,a1,N/A,സ്വാഗതം,svāgataṁ
1476,well (as a filler),exclamation,a1,N/A,ശരി / എന്തായാലും,śari / entāyāluṁ
1477,well (as conversational filler),adverb,a1,N/A,ശരി / എന്തായാലും,śari / entāyāluṁ
1478,well (in a competent manner),adjective,a1,N/A,നല്ല / മികച്ച / സമർത്ഥമായ,nalla / mikacca / samartthamāya
1479,well (indicating realization or resignation),exclamation,a1,N/A,മ്മ് / ശരി / എന്നാൽ,mm / śari / ennāl
1480,well! (as a filler),exclamation,a1,N/A,ശരി / എന്തായാലും,śari / entāyāluṁ
1481,well! (indicating realization or resignation),exclamation,a1,N/A,മ്മ് / ശരി / എന്നാൽ,mm / śari / ennāl
1482,west,noun,a1,N/A,പടിഞ്ഞാറ്,paṭiññāṟ
1483,west (direction),adjective,a1,N/A,പടിഞ്ഞാറൻ,paṭiññāṟan
1484,west (noun),noun,a1,N/A,പടിഞ്ഞാറ്,paṭiññāṟ
1485,"west (noun, direction)",adjective,a1,N/A,പടിഞ്ഞാറൻ,paṭiññāṟan
1486,west (to the west),adverb,a1,N/A,പടിഞ്ഞാറോട്ട്,paṭiññāṟōṭṭ
1487,what,pronoun,a1,N/A,എന്ത്,ent
1488,"what (determiner, e.g., 'What book?')",determiner,a1,N/A,ഏത്,ēt
1489,"what (pronoun, e.g., 'What is this?')",pronoun,a1,N/A,എന്ത് / എന്താണ്,ent / entāṇ
1490,what (used before a noun),determiner,a1,N/A,ഏത്,ēt
1491,when (connecting time),adverb,a1,N/A,-മ്പോൾ / എപ്പോൾ,-mpōḷ / eppōḷ
1492,"when (connecting time, e.g., 'When I went...')",adverb,a1,N/A,-മ്പോൾ / എപ്പോൾ,-mpōḷ / eppōḷ
1493,when (temporal conjunction),pronoun,a1,N/A,-മ്പോൾ / എപ്പോൾ,-mpōḷ / eppōḷ
1494,when? (interrogative adverb),conjunction,a1,N/A,എപ്പോൾ,eppōḷ
1495,when? (interrogative),conjunction,a1,N/A,എപ്പോൾ,eppōḷ
1496,where (from),adverb,a1,N/A,എവിടെ നിന്ന്,eviṭe ninn
1497,where (question word),conjunction,a1,N/A,എവിടെ,eviṭe
1498,where (to),adverb,a1,N/A,എങ്ങോട്ട് / എവിടേക്ക്,eṅṅōṭṭ / eviṭēkk
1499,"where (to, direction)",adverb,a1,N/A,എങ്ങോട്ട് / എവിടേക്ക്,eṅṅōṭṭ / eviṭēkk
1500,where? (location),conjunction,a1,N/A,എവിടെ,eviṭe
1501,"which (adjective, determiner)",pronoun,a1,N/A,ഏത്,ēt
1502,which (adjective/determiner),pronoun,a1,N/A,ഏത്,ēt
1503,which (determiner),determiner,a1,N/A,ഏത്,ēt
1504,"which (determiner, e.g., 'Which book?')",determiner,a1,N/A,ഏത്,ēt
1505,which (plural pronoun),pronoun,a1,N/A,ഏതെല്ലാം / ഏവ,ētellāṁ / ēva
1506,which (pronoun),determiner,a1,N/A,ഏത്,ēt
1507,"which (pronoun, singular)",determiner,a1,N/A,ഏത്,ēt
1508,white,adjective,a1,N/A,വെളുത്ത,veḷutta
1509,white (adjective),noun,a1,N/A,വെളുത്ത,veḷutta
1510,who (to whom),pronoun,a1,N/A,ആർക്ക്,ārkk
1511,who (whose),pronoun,a1,N/A,ആരുടെ,āruṭe
1512,why,adverb,a1,N/A,എന്തുകൊണ്ട് / എന്തിന്,entukoṇṭ / entin
1513,"why (for what reason, purpose)",adverb,a1,N/A,എന്തിന് / എന്തുകൊണ്ട്,entin / entukoṇṭ
1514,will (future tense marker),modal verb,a1,N/A,ആകും,ākuṁ
1515,will (intention or promise),modal verb,a1,N/A,ആകും,ākuṁ
1516,wine,noun,a1,N/A,വീഞ്ഞ് / വൈൻ,vīññ / vain
1517,"wine (formal, literary term)",noun,a1,N/A,വീഞ്ഞ് / മദ്യം,vīññ / madyaṁ
1518,winter,noun,a1,N/A,തണുപ്പുകാലം / ശൈത്യകാലം,taṇuppukālaṁ / śaityakālaṁ
1519,winter (cold season),noun,a1,N/A,തണുപ്പുകാലം / ശൈത്യകാലം,taṇuppukālaṁ / śaityakālaṁ
1520,"with (company, association)",preposition,a1,N/A,കൂടെ / ഒപ്പം,kūṭe / oppaṁ
1521,"with (instrument, means)",preposition,a1,N/A,കൊണ്ട്,koṇṭ
1522,without (lack of),preposition,a1,N/A,ഇല്ലാതെ / കൂടാതെ,illāte / kūṭāte
1523,"without (suffix, formal)",preposition,a1,N/A,രഹിതം,rahitaṁ
1524,woman,noun,a1,N/A,സ്ത്രീ / പെണ്ണ് / വനിത,strī / peṇṇ / vanita
1525,"wonderful (awe-inspiring, amazing)",adjective,a1,nan,അതിശയകരമായ / അത്ഭുതകരമായ / വിസ്മയകരമായ,atiśayakaramāya / atbhutakaramāya / vismayakaramāya
1526,word (promise or speech),noun,a1,nan,വാക്ക് / വചനം / പ്രതിജ്ഞ,vākk / vacanaṁ / pratijña
1527,word (single linguistic unit),noun,a1,nan,വാക്ക് / പദം,vākk / padaṁ
1528,"work (employment, job)",noun,a1,nan,ജോലി / ഉദ്യോഗം,jōli / udyōgaṁ
1529,work (task or labour),noun,a1,nan,പണി / പ്രവൃത്തി / കർമ്മം,paṇi / pravr̥tti / karmmaṁ
1530,worker (general employee),noun,a1,nan,ജീവനക്കാരൻ / തൊഴിലാളി,jīvanakkāran / toḻilāḷi
1531,"worker (manual laborer, factory)",noun,a1,nan,തൊഴിലാളി / കൂലിവേലക്കാരൻ,toḻilāḷi / kūlivēlakkāran
1532,world,noun,a1,nan,ലോകം / ഭൂമി,lōkaṁ / bhūmi
1533,would (polite request),modal verb,a1,nan,ആകുമോ,ākumō
1534,"writer (author, literary figure)",noun,a1,nan,എഴുത്തുകാരൻ / ഗ്രന്ഥകാരൻ,eḻuttukāran / granthakāran
1535,"writing (script, document)",noun,a1,nan,എഴുത്ത് / രചന / ലിഖിതം,eḻutt / racana / likhitaṁ
1536,writing (the act of),noun,a1,nan,എഴുത്ത് / എഴുതൽ,eḻutt / eḻutal
1537,wrong,adjective,a1,nan,തെറ്റായ / ശരിയല്ലാത്ത,teṟṟāya / śariyallātta
1538,wrong (incorrect),adjective,a1,nan,തെറ്റായ / ശരിയല്ലാത്ത,teṟṟāya / śariyallātta
1539,year,noun,a1,nan,വർഷം / കൊല്ലം,varṣaṁ / kollaṁ
1540,yellow,adjective,a1,nan,മഞ്ഞ,mañña
1541,yellow (color),noun,a1,nan,മഞ്ഞ / മഞ്ഞനിറം,mañña / maññaniṟaṁ
1542,yes (casual),exclamation,a1,nan,ആ / ഉം,ā / uṁ
1543,yes (general affirmation),exclamation,a1,nan,അതെ / ഉണ്ട്,ate / uṇṭ
1544,yes (standard agreement),exclamation,a1,nan,അതെ / ശരി,ate / śari
1545,yesterday,adverb,a1,nan,ഇന്നലെ,innale
1546,"you (formal, plural)",pronoun,a1,nan,നിങ്ങൾ,niṅṅaḷ
1547,"you (singular, casual)",pronoun,a1,nan,നീ,nī
1548,you're welcome (response to thanks),exclamation,a1,nan,സാരമില്ല / സന്തോഷം / എന്റെ സന്തോഷം,sāramilla / santōṣaṁ / enṟe santōṣaṁ
1549,"your (plural, formal)",determiner,a1,nan,നിങ്ങളുടെ,niṅṅaḷuṭe
1550,"your (singular, casual)",determiner,a1,nan,നിന്റെ,ninṟe
1551,"yourself (formal, singular)",pronoun,a1,nan,താങ്കൾ സ്വയം / താങ്കൾക്ക് തന്നെ,tāṅkaḷ svayaṁ / tāṅkaḷkk tanne
1552,"yourself (formal, singular/plural)",pronoun,a1,nan,നിങ്ങൾ സ്വയം / നിങ്ങൾക്ക് തന്നെ,niṅṅaḷ svayaṁ / niṅṅaḷkk tanne
1553,"yourself (informal, singular)",pronoun,a1,nan,നീ സ്വയം / നിനക്ക് തന്നെ,nī svayaṁ / ninakk tanne
1554,a couple of (two or three),noun,a2,nan,രണ്ടോ മൂന്നോ / ഒന്ന് രണ്ട്,raṇṭō mūnnō / onn raṇṭ
1555,a couple of (two),noun,a2,nan,രണ്ട്,raṇṭ
1556,ability (talent or specific skill),noun,a2,nan,കഴിവ് / പ്രാപ്തി / പാടവം,kaḻiv / prāpti / pāṭavaṁ
1557,able,adjective,a2,nan,കഴിവുള്ള / പ്രാപ്തിയുള്ള / സാധിക്കുന്ന,kaḻivuḷḷa / prāptiyuḷḷa / sādhikkunna
1558,abroad (direction),adverb,a2,nan,വിദേശത്തേക്ക് / പുറത്തേക്ക്,vidēśattēkk / puṟattēkk
1559,abroad (location),adverb,a2,nan,വിദേശത്ത് / പുറത്ത്,vidēśatt / puṟatt
1560,accident,noun,a2,nan,അപകടം / ദുരന്തം,apakaṭaṁ / durantaṁ
1561,according to,preposition,a2,nan,അനുസരിച്ച് / പ്രകാരം,anusaricc / prakāraṁ
1562,"across (in width, diameter)",adverb,a2,nan,കുറുകെ / അങ്ങേപ്പുറം,kuṟuke / aṅṅēppuṟaṁ
1563,active (operational),adjective,a2,nan,പ്രവർത്തനക്ഷമമായ / സജീവമായ / പ്രവർത്തനത്തിലുള്ള,pravarttanakṣamamāya / sajīvamāya / pravarttanattiluḷḷa
1564,"actually (in reality, truth)",adverb,a2,nan,വാസ്തവത്തിൽ / യഥാർത്ഥത്തിൽ / ശരിക്കും,vāstavattil / yathārtthattil / śarikkuṁ
1565,adult (fully grown),adjective,a2,nan,പ്രായപൂർത്തിയായ / മുതിർന്ന,prāyapūrttiyāya / mutirnna
1566,adult (mature themes),adjective,a2,nan,മുതിർന്നവർക്കുള്ള / പ്രായപൂർത്തിയായവർക്കുള്ള,mutirnnavarkkuḷḷa / prāyapūrttiyāyavarkkuḷḷa
1567,advantage (competitive lead),noun,a2,nan,മുൻതൂക്കം / നേട്ടം / പ്രയോജനം,muntūkkaṁ / nēṭṭaṁ / prayōjanaṁ
1568,adventure,noun,a2,nan,സാഹസികയാത്ര / സാഹസം,sāhasikayātra / sāhasaṁ
1569,advertisement,noun,a2,nan,പരസ്യം / വിജ്ഞാപനം,parasyaṁ / vijñāpanaṁ
1570,advertising,noun,a2,nan,പരസ്യം ചെയ്യൽ / പരസ്യം,parasyaṁ ceyyal / parasyaṁ
1571,advertising (commercial activity),noun,a2,nan,പരസ്യപ്രവർത്തനം / പരസ്യവ്യവസായം,parasyapravarttanaṁ / parasyavyavasāyaṁ
1572,advertising (general publicity),noun,a2,nan,പ്രചാരണം / പരസ്യം,pracāraṇaṁ / parasyaṁ
