english_word,word_class,kannada_translation,transliteration,verb_transitivity,level
surprised,adjective,ಆಶ್ಚರ್ಯಗೊಂಡ / ಬೆರಗಾದ / ವಿಸ್ಮಿತ,āścaryagoṁḍa / beragāda / vismita,,a2
surprising,adjective,ಆಶ್ಚರ್ಯಕರ / ವಿಸ್ಮಯಕರ / ಅಚ್ಚರಿಯ,āścaryakara / vismayakara / accariya,,a2
"survey (research, poll)",noun,ಸಮೀಕ್ಷೆ / ಅಧ್ಯಯನ,samīkṣe / adhyayana,,a2
"sweet (charming, cute)",adjective,ಮುದ್ದಾದ / ಆಕರ್ಷಕವಾದ,muddāda / ākarṣakavāda,,a2
"sweet (dessert, candy)",noun,ಸಿಹಿ / ಸಿಹಿ ತಿಂಡಿ,sihi / sihi tiṁḍi,,a2
"sweet (person, disposition)",adjective,ಸಿಹಿಯಾದ / ಮಧುರವಾದ,sihiyāda / madhuravāda,,a2
sweet (taste),adjective,ಸಿಹಿ,sihi,,a2
"sweet (taste, disposition)",noun,ಸಿಹಿ,sihi,,a2
symbol (representation or emblem),noun,ಸಂಕೇತ / ಪ್ರತೀಕ / ಚಿಹ್ನೆ,saṁkēta / pratīka / cihne,,a2
symbol (sign or mark),noun,ಚಿಹ್ನೆ / ಸಂಕೇತ,cihne / saṁkēta,,a2
system (body or health),noun,ವ್ಯವಸ್ಥೆ / ಮಂಡಲ,vyavasthe / maṁḍala,,a2
system (computer setup),noun,ಸಿಸ್ಟಮ್ / ವ್ಯವಸ್ಥೆ,sisṭam / vyavasthe,,a2
tablet (electronic device),noun,ಟ್ಯಾಬ್ಲೆಟ್,ṭyābleṭ,,a2
"tablet (medicine, pill)",noun,ಮಾತ್ರೆ / ಗುಳಿಗೆ,mātre / guḷige,,a2
"talk (speech, lecture)",noun,ಭಾಷಣ / ಮಾತು / ಉಪನ್ಯಾಸ,bhāṣaṇa / mātu / upanyāsa,,a2
"target (goal, objective)",noun,ಗುರಿ / ಉದ್ದೇಶ / ಲಕ್ಷ್ಯ,guri / uddēśa / lakṣya,,a2
task,noun,ಕೆಲಸ / ಕಾರ್ಯ / ಜವಾಬ್ದಾರಿ,kelasa / kārya / javābdāri,,a2
"task (work, job)",noun,ಕೆಲಸ / ಕಾರ್ಯ,kelasa / kārya,,a2
teaching,noun,ಬೋಧನೆ / ಪಾಠ / ಶಿಕ್ಷಣ,bōdhane / pāṭha / śikṣaṇa,,a2
technology,noun,ತಂತ್ರಜ್ಞಾನ,taṁtrajñāna,,a2
teenage,adjective,ಹದಿಹರೆಯದ,hadihareyada,,a2
"temperature (fever, illness)",noun,ಜ್ವರ,jvara,,a2
term (period of time),noun,ಅವಧಿ / ಕಾಲಾವಧಿ,avadhi / kālāvadhi,,a2
term (word or phrase),noun,ಪದ / ಪದಪುಂಜ,pada / padapuṁja,,a2
terrible (causing dread or fear),adjective,ಭಯಾನಕ / ಭಯಂಕರವಾದ,bhayānaka / bhayaṁkaravāda,,a2
terrifying,adjective,ಭಯಂಕರ / ಭೀಕರ / ಅತ್ಯಂತ ಭಯಾನಕ,bhayaṁkara / bhīkara / atyaṁta bhayānaka,,a2
themselves (on their own),pronoun,ತಾವಾಗಿಯೇ / ಅವರೇ,tāvāgiyē / avarē,,a2
"thick (consistency, density)",adjective,ದಟ್ಟ / ಗಟ್ಟಿ / ಗಾಢ,daṭṭa / gaṭṭi / gāḍha,,a2
"thick (dimension, width)",adjective,ದಪ್ಪ,dappa,,a2
thief,noun,ಕಳ್ಳ / ಚೋರ,kaḷḷa / cōra,,a2
"thin (liquid, consistency)",adjective,ತೆಳು,teḷu,,a2
"thin (object, layer)",adjective,ತೆಳು,teḷu,,a2
"thin (person, animal)",adjective,ಸಣ್ಣ / ಕೃಶ,saṇṇa / kr̥śa,,a2
thinking (deep reflection or philosophy),noun,ಚಿಂತನೆ / ಮನನ,ciṁtane / manana,,a2
thinking (general consideration),noun,ಯೋಚನೆ,yōcane,,a2
"third (fraction, 1, 3)",noun,ಮೂರನೇ ಒಂದು ಭಾಗ / ಮೂರನೇ ಒಂದು,mūranē oṁdu bhāga / mūranē oṁdu,,a2
"third (fraction, 1/3)",noun,ಮೂರನೇ ಒಂದು ಭಾಗ,mūranē oṁdu bhāga,,a2
third (ordinal number),ordinal number,ಮೂರನೇ / ಮೂರನೆಯ,mūranē / mūraneya,,a2
thought (contemplation),noun,ಯೋಚನೆ / ಆಲೋಚನೆ / ಚಿಂತನೆ,yōcane / ālōcane / ciṁtane,,a2
"through (finished, completed)",adverb,ಮುಗಿದು / ಪೂರ್ಣವಾಗಿ,mugidu / pūrṇavāgi,,a2
"tie (equal score, draw)",noun,ಸಮಬಲ / ಡ್ರಾ / ಸಮ,samabala / ḍrā / sama,,a2
tie (neckwear),noun,ಟೈ,ṭai,,a2
"tip (advice, suggestion)",noun,ಸಲಹೆ / ಸೂಚನೆ / ಮಾರ್ಗದರ್ಶನ,salahe / sūcane / mārgadarśana,,a2
"tip (end, point)",noun,ತುದಿ / ಅಗ್ರ,tudi / agra,,a2
tip (gratuity),noun,ಟಿಪ್ಸ್ / ಬಕ್ಷೀಸು,ṭips / bakṣīsu,,a2
"tired (fed up with, bored)",adjective,ಬೇಸರವಾದ / ನೀರಸವಾದ,bēsaravāda / nīrasavāda,,a2
"title (designation, rank)",noun,ಬಿರುದು / ಪದವಿ,birudu / padavi,,a2
"to accept (a gift, payment)",verb,ಸ್ವೀಕರಿಸು / ಪಡೆದುಕೊ,svīkarisu / paḍeduko,transitive,a2
"to accept (an offer, agreement)",verb,ಒಪ್ಪಿಕೊ / ಅಂಗೀಕರಿಸು,oppiko / aṁgīkarisu,transitive,a2
to achieve,verb,ಸಾಧಿಸು / ಗಳಿಸು / ನೆರವೇರಿಸು / ಪೂರೈಸು,sādhisu / gaḷisu / neravērisu / pūraisu,transitive,a2
to act (perform a role),verb,ನಟಿಸು,naṭisu,intransitive,a2
to act (take action),verb,ಕಾರ್ಯ ಮಾಡು / ಕ್ರಮ ಕೈಗೊಳ್ಳು,kārya māḍu / krama kaigoḷḷu,intransitive,a2
to advertise (to publicize an event or idea),verb,ಪ್ರಚಾರ ಮಾಡು / ಜಾಹೀರಾತು ನೀಡು / ಘೋಷಿಸು,pracāra māḍu / jāhīrātu nīḍu / ghōṣisu,transitive,a2
to affect (to damage or cause trouble),verb,ಬಾಧಿಸು / ಪರಿಣಾಮ ಬೀರು / ಹಾನಿ ಮಾಡು,bādhisu / pariṇāma bīru / hāni māḍu,transitive,a2
to allow,verb,ಅನುಮತಿಸು / ಬಿಡು / ಅವಕಾಶ ನೀಡು,anumatisu / biḍu / avakāśa nīḍu,transitive,a2
to appear (become visible),verb,ಕಾಣಿಸಿಕೊ / ಗೋಚರವಾಗು / ಪ್ರತ್ಯಕ್ಷವಾಗು,kāṇisiko / gōcaravāgu / pratyakṣavāgu,intransitive,a2
to appear (to seem),verb,ಅನಿಸು / ತೋರು / ಭಾಸವಾಗು,anisu / tōru / bhāsavāgu,intransitive,a2
"to apply (cream, ointment)",verb,ಹಚ್ಚು / ಲೇಪಿಸು / ಸವರು,haccu / lēpisu / savaru,transitive,a2
"to apply (for a job, loan)",verb,ಅರ್ಜಿ ಸಲ್ಲಿಸು / ಅರ್ಜಿ ಹಾಕು,arji sallisu / arji hāku,transitive,a2
to argue (to debate or state a position),verb,ವಾದಿಸು / ತರ್ಕಿಸು / ಚರ್ಚಿಸು,vādisu / tarkisu / carcisu,intransitive,a2
to arrange (a meeting or plan),verb,ವ್ಯವಸ್ಥೆ ಮಾಡು / ಏರ್ಪಡಿಸು / ಯೋಜಿಸು,vyavasthe māḍu / ērpaḍisu / yōjisu,transitive,a2
to arrange (objects neatly),verb,ಒಂದು ಕ್ರಮದಲ್ಲಿ ಇಡು / ಸರಿಪಡಿಸು / ಅಚ್ಚುಕಟ್ಟಾಗಿ ಇಡು,oṁdu kramadalli iḍu / saripaḍisu / accukaṭṭāgi iḍu,transitive,a2
to arrange (objects or appearance),verb,ವ್ಯವಸ್ಥೆ ಮಾಡು / ಸರಿಪಡಿಸು / ಕ್ರಮಬದ್ಧಗೊಳಿಸು,vyavasthe māḍu / saripaḍisu / kramabaddhagoḷisu,transitive,a2
"to ask (a question, inquire)",verb,ಪ್ರಶ್ನಿಸು / ಕೇಳು / ವಿಚಾರಿಸು,praśnisu / kēḷu / vicārisu,transitive,a2
to attack (physically or militarily),verb,ದಾಳಿ ಮಾಡು / ಆಕ್ರಮಿಸು / ಹಲ್ಲೆ ಮಾಡು,dāḷi māḍu / ākramisu / halle māḍu,transitive,a2
to attack (verbally or criticize strongly),verb,ಟೀಕಿಸು / ವಾಗ್ದಾಳಿ ಮಾಡು / ಖಂಡಿಸು,ṭīkisu / vāgdāḷi māḍu / khaṁḍisu,transitive,a2
"to attend (a meeting, class)",verb,ಹಾಜರಾಗು / ಪಾಲ್ಗೊಳ್ಳು / ಸೇರು,hājarāgu / pālgoḷḷu / sēru,intransitive,a2
"to avoid (shirk, evade a responsibility or person)",verb,ತಪ್ಪಿಸಿಕೋ / ದೂರವಿರು / ನಿವಾರಿಸು,tappisikō / dūraviru / nivārisu,transitive,a2
to be supposed to (obligation),verb,ಬೇಕಾಗಿರು / ಮಾಡಬೇಕಾಗಿರು,bēkāgiru / māḍabēkāgiru,,a2
to be surprised (feel astonishment),verb,ಆಶ್ಚರ್ಯಪಡು / ಬೆರಗಾಗು / ವಿಸ್ಮಯಗೊಳ್ಳು,āścaryapaḍu / beragāgu / vismayagoḷḷu,intransitive,a2
to be the lead actor,verb,ಪ್ರಧಾನ ನಟಿಸು / ಮುಖ್ಯ ನಟನಾಗಿರು,pradhāna naṭisu / mukhya naṭanāgiru,transitive,a2
to be used to (accustomed to),modal verb,ರೂಢಿ ಇರು / ಅಭ್ಯಾಸ ಇರು,rūḍhi iru / abhyāsa iru,,a2
to beat (heart or pulse),verb,ಬಡಿ / ಮಿಡಿ,baḍi / miḍi,intransitive,a2
to beat (to defeat in competition),verb,ಸೋಲಿಸು / ಗೆಲ್ಲು,sōlisu / gellu,transitive,a2
to beat (to whisk ingredients),verb,ಕಡೆ / ಕಲಕು,kaḍe / kalaku,transitive,a2
to behave (to act or react),verb,ವರ್ತಿಸು / ನಡೆದುಕೋ,vartisu / naḍedukō,intransitive,a2
"to belong (to a group, place)",verb,ಸೇರು,sēru,intransitive,a2
to belong (to be owned by),verb,ಸೇರು,sēru,intransitive,a2
"to blow (a horn, whistle)",verb,ಊದು,ūdu,transitive,a2
"to blow (air out of mouth, e.g., candle)",verb,ಊದು,ūdu,transitive,a2
"to blow (wind, air movement)",verb,ಬೀಸು,bīsu,intransitive,a2
"to boil (of liquid, naturally)",verb,ಕುದಿ,kudi,intransitive,a2
"to boil (to cook, cause to boil)",verb,ಕುದಿಸು,kudisu,transitive,a2
to book (to register an official charge),verb,ಕೇಸು ದಾಖಲಿಸು / ದೂರು ದಾಖಲಿಸು / ದಾಖಲಿಸು,kēsu dākhalisu / dūru dākhalisu / dākhalisu,transitive,a2
to book (to reserve a ticket or room),verb,ಕಾಯ್ದಿರಿಸು / ಬುಕ್ ಮಾಡು,kāydirisu / buk māḍu,transitive,a2
to brush (hair),verb,ಬಾಚು / ಬಾಚಿಕೊ,bācu / bāciko,transitive,a2
"to brush (teeth, scrubbing)",verb,ತಿಕ್ಕು / ಉಜ್ಜು,tikku / ujju,transitive,a2
to build (to construct or establish formally),verb,ನಿರ್ಮಿಸು / ಸ್ಥಾಪಿಸು / ರಚಿಸು,nirmisu / sthāpisu / racisu,transitive,a2
to burn (to be on fire),verb,ಉರಿ / ಸುಡು,uri / suḍu,intransitive,a2
to burn (to destroy by fire),verb,ಸುಡು / ದಹಿಸು,suḍu / dahisu,transitive,a2
to butter (apply butter),noun,ಬೆಣ್ಣೆ ಹಚ್ಚು,beṇṇe haccu,transitive,a2
to camp,verb,ಶಿಬಿರ ಹಾಕು / ಕ್ಯಾಂಪ್ ಮಾಡು / ಶಿಬಿರ ಮಾಡು,śibira hāku / kyāṁp māḍu / śibira māḍu,,a2
"to care (about something, someone)",verb,ಕಾಳಜಿ ಮಾಡು / ಗಮನಿಸು / ಚಿಂತಿಸು,kāḷaji māḍu / gamanisu / ciṁtisu,intransitive,a2
"to care (for, to look after)",verb,ನೋಡಿಕೋ / ಆರೈಕೆ ಮಾಡು / ಪಾಲಿಸು / ಪೋಷಿಸು,nōḍikō / āraike māḍu / pālisu / pōṣisu,transitive,a2
to catch (an illness),verb,ಸೋಂಕು ತಗುಲು / ರೋಗ ತಗುಲು / ಬೇನೆ ಬರು,sōṁku tagulu / rōga tagulu / bēne baru,transitive,a2
to catch (transportation),verb,ಹಿಡಿ / ಹತ್ತು / ತಲುಪು,hiḍi / hattu / talupu,transitive,a2
"to cause (harm, pain)",verb,ನೋವು ಮಾಡು / ಹಾನಿ ಉಂಟುಮಾಡು / ಕೇಡು ಮಾಡು,nōvu māḍu / hāni uṁṭumāḍu / kēḍu māḍu,transitive,a2
"to cause (trouble, difficulty)",verb,ತೊಂದರೆ ಉಂಟುಮಾಡು / ಸಮಸ್ಯೆ ಸೃಷ್ಟಿಸು,toṁdare uṁṭumāḍu / samasye sr̥ṣṭisu,transitive,a2
to celebrate,verb,ಆಚರಿಸು / ಸಂಭ್ರಮಿಸು,ācarisu / saṁbhramisu,transitive,a2
"to chat (casually, talk lightly)",verb,ಹರಟೆ ಹೊಡಿ / ಹರಟೆ ಆಡು / ಮಾತನಾಡು,haraṭe hoḍi / haraṭe āḍu / mātanāḍu,intransitive,a2
"to chat (digitally, message online)",verb,ಚಾಟ್ ಮಾಡು / ಸಂದೇಶ ಕಳುಹಿಸು,cāṭ māḍu / saṁdēśa kaḷuhisu,intransitive,a2
to check (to control or limit),verb,ನಿಯಂತ್ರಿಸು / ಹತೋಟಿಗೆ ತರು / ತಡೆ,niyaṁtrisu / hatōṭige taru / taḍe,transitive,a2
to circle (draw a ring around),verb,ವೃತ್ತ ಹಾಕು / ಸುತ್ತು ಹಾಕು / ಗುರುತಿಸು,vr̥tta hāku / suttu hāku / gurutisu,transitive,a2
to circle (move around),verb,ಸುತ್ತು / ಪರಿಭ್ರಮಿಸು / ಪ್ರದಕ್ಷಿಣೆ ಹಾಕು,suttu / paribhramisu / pradakṣiṇe hāku,intransitive,a2
"to collect (gather together, assemble)",verb,ಸೇರು / ಒಟ್ಟುಗೂಡು,sēru / oṭṭugūḍu,intransitive,a2
"to collect (items, information)",verb,ಸಂಗ್ರಹಿಸು / ಒಟ್ಟುಮಾಡು / ಕೂಡಿಸು,saṁgrahisu / oṭṭumāḍu / kūḍisu,transitive,a2
"to collect (payment, debt)",verb,ವಸೂಲಿ ಮಾಡು / ಸಂಗ್ರಹಿಸು,vasūli māḍu / saṁgrahisu,transitive,a2
to communicate (a message or decision),verb,ತಿಳಿಸು / ಸಂವಹಿಸು / ಹೇಳು,tiḷisu / saṁvahisu / hēḷu,transitive,a2
to compete,verb,ಸ್ಪರ್ಧಿಸು / ಪೈಪೋಟಿ ಮಾಡು,spardhisu / paipōṭi māḍu,intransitive,a2
to complain (to register a formal grievance),verb,ದೂರು ಕೊಡು / ದೂರು ನೀಡು,dūru koḍu / dūru nīḍu,intransitive,a2
"to connect (establish contact, intransitive)",verb,ಸಂಪರ್ಕಕ್ಕೆ ಬರು,saṁparkakke baru,intransitive,a2
"to connect (physically, intransitive)",verb,ಜೋಡಿಸಿಕೊ / ಸೇರು,jōḍisiko / sēru,intransitive,a2
to connect (to establish contact),verb,ಸಂಪರ್ಕಿಸು / ಜೋಡಿಸು / ಸೇರಿಸು,saṁparkisu / jōḍisu / sērisu,transitive,a2
to connect (to join physically),verb,ಜೋಡಿಸು / ಸೇರಿಸು / ಬಂಧಿಸು,jōḍisu / sērisu / baṁdhisu,transitive,a2
to consider (to deem or regard),verb,ಪರಿಗಣಿಸು / ಭಾವಿಸು / ಎಣಿಸು / ತಿಳಿ,parigaṇisu / bhāvisu / eṇisu / tiḷi,transitive,a2
to consider (to think over options),verb,ಆಲೋಚಿಸು / ಯೋಚಿಸು / ಪರಿಗಣಿಸು / ಗಮನಿಸು,ālōcisu / yōcisu / parigaṇisu / gamanisu,transitive,a2
to contain (to restrain),verb,ತಡೆ ಹಿಡಿ / ನಿಯಂತ್ರಿಸು,taḍe hiḍi / niyaṁtrisu,transitive,a2
"to continue (to proceed, keep going)",verb,ಮುಂದುವರಿ / ಸಾಗಿ ಹೋಗು,muṁduvari / sāgi hōgu,intransitive,a2
"to continue (to resume work, action)",verb,ಮುಂದುವರಿಸು / ಸಾಗಿಸು,muṁduvarisu / sāgisu,transitive,a2
to control (to restrain oneself),verb,ನಿಯಂತ್ರಿಸು / ಹತೋಟಿಗೆ ತರು / ಆಳು,niyaṁtrisu / hatōṭige taru / āḷu,transitive,a2
"to copy (reproduce text, file)",verb,ನಕಲು ಮಾಡು / ಪ್ರತಿ ಮಾಡು / ಕಾಪಿ ಮಾಡು,nakalu māḍu / prati māḍu / kāpi māḍu,transitive,a2
to copy (to imitate),verb,ಅನುಕರಿಸು / ನಕಲು ಮಾಡು / ಹೋಲಿಸು,anukarisu / nakalu māḍu / hōlisu,transitive,a2
to cost (to result in a loss),verb,ನಷ್ಟ ಉಂಟುಮಾಡು / ನಷ್ಟ ತರು,naṣṭa uṁṭumāḍu / naṣṭa taru,transitive,a2
"to count (to consider, include)",verb,ಪರಿಗಣಿಸು / ಲೆಕ್ಕಿಸು / ಒಳಗೊಳ್ಳು,parigaṇisu / lekkisu / oḷagoḷḷu,transitive,a2
"to cover (distance, area)",verb,ಕ್ರಮಿಸು / ಆವರಿಸು,kramisu / āvarisu,transitive,a2
"to create (design, construct)",verb,ರಚಿಸು / ನಿರ್ಮಿಸು / ರೂಪಿಸು,racisu / nirmisu / rūpisu,transitive,a2
"to create (to originate, conceptual)",verb,ಸೃಷ್ಟಿಸು / ನಿರ್ಮಿಸು / ಉಂಟುಮಾಡು,sr̥ṣṭisu / nirmisu / uṁṭumāḍu,transitive,a2
"to cross off, out (to cancel, delete)",verb,ಗೆರೆ ಹಾಕು / ಅಳಿಸು / ರದ್ದುಮಾಡು,gere hāku / aḷisu / raddumāḍu,transitive,a2
to cry (to shout loudly),verb,ಕೂಗು / ಅರಚು / ಘೋಷಿಸು,kūgu / aracu / ghōṣisu,intransitive,a2
"to cut (down, chop)",verb,ಕತ್ತರಿಸು / ಕಡಿ,kattarisu / kaḍi,transitive,a2
to cycle,verb,ಸೈಕಲ್ ಓಡಿಸು,saikal ōḍisu,intransitive,a2
to deal (to distribute cards or shares),verb,ಹಂಚು,haṁcu,transitive,a2
to deal (to handle or manage),verb,ನಿರ್ವಹಿಸು / ನಿಭಾಯಿಸು,nirvahisu / nibhāyisu,transitive,a2
to deal (to trade or transact business),verb,ವ್ಯಾಪಾರ ಮಾಡು / ವ್ಯವಹಾರ ಮಾಡು,vyāpāra māḍu / vyavahāra māḍu,intransitive,a2
"to depend (be contingent upon, be determined by)",verb,ಅವಲಂಬಿಸು / ಆಧರಿಸು / ನಿರ್ಧರಿಸಲ್ಪಡು,avalaṁbisu / ādharisu / nirdharisalpaḍu,intransitive,a2
"to depend (rely on a person, thing)",verb,ಅವಲಂಬಿಸು / ನಂಬು / ಆಧರಿಸು,avalaṁbisu / naṁbu / ādharisu,intransitive,a2
"to design (a building, aesthetic object)",verb,ವಿನ್ಯಾಸ ಮಾಡು / ರೂಪಿಸು / ರಚಿಸು,vinyāsa māḍu / rūpisu / racisu,transitive,a2
to destroy (ruin or spoil),verb,ಹಾಳುಮಾಡು / ನಾಶಮಾಡು / ಕೆಡಿಸು,hāḷumāḍu / nāśamāḍu / keḍisu,transitive,a2
to develop (to create or build),verb,ಅಭಿವೃದ್ಧಿಪಡಿಸು / ನಿರ್ಮಿಸು / ರೂಪಿಸು,abhivr̥ddhipaḍisu / nirmisu / rūpisu,transitive,a2
to develop (to grow or progress),verb,ಅಭಿವೃದ್ಧಿ ಹೊಂದು / ಬೆಳೆ / ಪ್ರಗತಿ ಸಾಧಿಸು,abhivr̥ddhi hoṁdu / beḷe / pragati sādhisu,intransitive,a2
"to disagree (to oppose, object)",verb,ವಿರೋಧಿಸು / ಒಪ್ಪದಿರು,virōdhisu / oppadiru,transitive,a2
"to disappear (to be lost, missing - object, item)",verb,ಕಾಣೆಯಾಗು / ಮರೆಯಾಗು / ಅದೃಶ್ಯವಾಗು,kāṇeyāgu / mareyāgu / adr̥śyavāgu,intransitive,a2
to double,adjective,ಎರಡು ಪಟ್ಟು / ದುಪ್ಪಟ್ಟು,eraḍu paṭṭu / duppaṭṭu,transitive,a2
to double (become twice as much),verb,ದುಪ್ಪಟ್ಟಾಗು / ದ್ವಿಗುಣವಾಗು,duppaṭṭāgu / dviguṇavāgu,intransitive,a2
to double (increase twofold),verb,ಎರಡರಷ್ಟಾಗು / ದುಪ್ಪಟ್ಟಾಗು,eraḍaraṣṭāgu / duppaṭṭāgu,intransitive,a2
to double (make twice as much),verb,ದುಪ್ಪಟ್ಟು ಮಾಡು / ದ್ವಿಗುಣಗೊಳಿಸು,duppaṭṭu māḍu / dviguṇagoḷisu,transitive,a2
to double (to fold over),verb,ಮಡಚು / ದುಪ್ಪಟ್ಟು ಮಾಡು,maḍacu / duppaṭṭu māḍu,transitive,a2
to double (to multiply or increase),pronoun,ಎರಡು ಪಟ್ಟು ಮಾಡು / ದುಪ್ಪಟ್ಟು ಮಾಡು / ಹೆಚ್ಚಿಸು,eraḍu paṭṭu māḍu / duppaṭṭu māḍu / heccisu,transitive,a2
to download,verb,ಡೌನ್‌ಲೋಡ್ ಮಾಡು / ಇಳಿಸಿಕೊ,ḍaunlōḍ māḍu / iḷisiko,transitive,a2
to dream (of an aspiration),verb,ಕನಸು ಕಾಣು / ಆಕಾಂಕ್ಷಿಸು,kanasu kāṇu / ākāṁkṣisu,intransitive,a2
to drop (to deposit someone or something),verb,ಇಳಿಸು / ತಲುಪಿಸು,iḷisu / talupisu,transitive,a2
to drop (to fall down),verb,ಬೀಳು / ಕೆಳಗೆ ಬೀಳು,bīḷu / keḷage bīḷu,intransitive,a2
to drop (to let something fall),verb,ಬಿಡು / ಕೆಳಗೆ ಹಾಕು,biḍu / keḷage hāku,transitive,a2
to dry (by wiping),verb,ಒರೆಸು / ಒರೆಸಿ ಒಣಗಿಸು,oresu / oresi oṇagisu,transitive,a2
to dry (to become dry),verb,ಒಣಗು / ಒಣಗಿ ಹೋಗು,oṇagu / oṇagi hōgu,intransitive,a2
to dry (to make something dry),verb,ಒಣಗಿಸು / ಒಣಗಲು ಹಾಕು,oṇagisu / oṇagalu hāku,transitive,a2
"to earn (income, wages)",verb,ಗಳಿಸು / ಸಂಪಾದಿಸು,gaḷisu / saṁpādisu,transitive,a2
"to earn (respect, right)",verb,ಗಳಿಸು / ಪಡೆಯು,gaḷisu / paḍeyu,transitive,a2
"to educate (formally, teach)",verb,ಕಲಿಸು / ಶಿಕ್ಷಣ ನೀಡು / ಬೋಧಿಸು,kalisu / śikṣaṇa nīḍu / bōdhisu,transitive,a2
to employ (hire someone),verb,ಕೆಲಸಕ್ಕೆ ತೆಗೆದುಕೊಳ್ಳು / ನೇಮಿಸು / ಉದ್ಯೋಗ ನೀಡು,kelasakke tegedukoḷḷu / nēmisu / udyōga nīḍu,transitive,a2
to employ (use a tool or method),verb,ಉಪಯೋಗಿಸು / ಬಳಸು,upayōgisu / baḷasu,transitive,a2
to engineer,verb,ರೂಪಿಸು / ಯೋಜಿಸು / ನಿರ್ಮಿಸು / ವಿನ್ಯಾಸಗೊಳಿಸು,rūpisu / yōjisu / nirmisu / vinyāsagoḷisu,transitive,a2
"to enjoy (benefits, rights, status)",verb,ಅನುಭವಿಸು / ಪಡೆ / ಲಾಭ ಪಡೆ,anubhavisu / paḍe / lābha paḍe,transitive,a2
"to enter (a room, building)",verb,ಪ್ರವೇಶಿಸು / ಒಳಗೆ ಹೋಗು,pravēśisu / oḷage hōgu,intransitive,a2
