english_word,verb_transitivity,word_class,level,kannada_translation,transliteration
"exactly (precisely, accurately)",N/A,adverb,a2,ನಿಖರವಾಗಿ,nikharavāgi
"exactly (as confirmation, agreement)",N/A,adverb,a2,ಅದೇ / ನಿಖರವಾಗಿಯೇ,adē / nikharavāgiyē
to exaggerate,transitive,verb,c1,ಉತ್ಪ್ರೇಕ್ಷಿಸು,utprēkṣisu
"exam (test, quiz)",N/A,noun,a1,ಪರೀಕ್ಷೆ,parīkṣe
"examination (test, assessment)",N/A,noun,b2,ಪರೀಕ್ಷೆ,parīkṣe
examination (medical check-up),N/A,noun,b2,ತಪಾಸಣೆ,tapāsaṇe
"examination (scrutiny, investigation)",N/A,noun,b2,ಪರಿಶೀಲನೆ,pariśīlane
"to examine (to inspect, review)",transitive,verb,b1,ಪರಿಶೀಲಿಸು,pariśīlisu
to examine (to test knowledge),transitive,verb,b1,ಪರೀಕ್ಷಿಸು,parīkṣisu
"example (model, pattern)",N/A,noun,a1,ಮಾದರಿ,mādari
"example (instance, illustration)",N/A,noun,a1,ಉದಾಹರಣೆ,udāharaṇe
to exceed,N/A,verb,b2,ಮೀರು,mīru
excellence,N/A,noun,c1,ಶ್ರೇಷ್ಠತೆ / ಉತ್ಕೃಷ್ಟತೆ,śrēṣṭhate / utkr̥ṣṭate
excellent (high quality),N/A,adjective,a2,ಉತ್ತಮ,uttama
"excellent (superb, outstanding)",N/A,adjective,a2,ಅದ್ಭುತ,adbhuta
except (excluding someone or something),N/A,conjunction,b1,ಹೊರತುಪಡಿಸಿ,horatupaḍisi
"except (but, unless)",N/A,conjunction,b1,ಹೊರತಾಗಿ,horatāgi
except,N/A,preposition,a2,ಹೊರತು,horatu
exception,N/A,noun,b2,ಅಪವಾದ,apavāda
exceptional (outstandingly good),N/A,adjective,c1,ಅಸಾಧಾರಣ,asādhāraṇa
exceptional (forming an exception),N/A,adjective,c1,ಅಪವಾದದ,apavādada
excess,N/A,adjective,c1,ಅಧಿಕ,adhika
excess (surplus quantity),N/A,noun,c1,ಹೆಚ್ಚುವರಿ,heccuvari
excess (insurance deductible),N/A,noun,c1,ವಿಮಾ ಕಡಿತ,vimā kaḍita
excess (immoderate indulgence),N/A,noun,c1,ಮಿತಿಮೀರುವಿಕೆ,mitimīruvike
excessive,N/A,adjective,b2,ಅತಿಯಾದ,atiyāda
"exchange (financial market, institution)",N/A,noun,b1,ವಿನಿಮಯ ಕೇಂದ್ರ,vinimaya kēṁdra
"to exchange (goods, money)",transitive,verb,b1,ಬದಲಾಯಿಸು,badalāyisu
"to exchange (ideas, information)",transitive,verb,b1,ವಿನಿಮಯ ಮಾಡು,vinimaya māḍu
excited (eagerly anticipating),N/A,adjective,a1,ಉತ್ಸುಕ / ಸಂತೋಷಗೊಂಡ,utsuka / saṁtōṣagoṁḍa
excited (agitated or highly stimulated),N/A,adjective,a2,ಕ್ಷೋಭೆಗೊಂಡ,kṣōbhegoṁḍa
"excitement (thrill, anticipation)",N/A,noun,b1,ಉತ್ತೇಜನ,uttējana
"exciting (thrilling, adventurous)",N/A,adjective,a1,ರೋಮಾಂಚಕಾರಿ,rōmāṁcakāri
"exciting (interesting, inspiring)",N/A,adjective,a1,ಆಸಕ್ತಿಕರ,āsaktikara
"to exclude (to keep someone, something out)",transitive,verb,b2,ಹೊರಗಿಡು,horagiḍu
"to exclude (to omit from a set, calculation)",transitive,verb,b2,ಹೊರತುಪಡಿಸು,horatupaḍisu
"exclusion (specific clause, item)",N/A,noun,c1,ಹೊರತುಪಡಿಸುವಿಕೆ,horatupaḍisuvike
"exclusive (sole owner, right)",N/A,adjective,c1,ಏಕಮಾತ್ರ,ēkamātra
"exclusive (high-class, select)",N/A,adjective,c1,ವಿಶಿಷ್ಟ,viśiṣṭa
exclusively (solely),N/A,adverb,c1,ಕೇವಲ,kēvala
"exclusively (reserved, dedicated)",N/A,adverb,c1,ಅನನ್ಯವಾಗಿ,ananyavāgi
excuse (pretext),N/A,noun,b2,ನೆಪ,nepa
to excuse (from duty or obligation),transitive,verb,b2,ವಿನಾಯಿತಿ ಕೊಡು,vināyiti koḍu
"to execute (a person, legally)",transitive,verb,c1,ಮರಣದಂಡನೆ ಜಾರಿ ಮಾಡು,maraṇadaṁḍane jāri māḍu
to execute (a document or contract),transitive,verb,c1,ಕಾರ್ಯಗತಗೊಳಿಸು,kāryagatagoḷisu
to execute (a document),N/A,verb,c1,ಜಾರಿಗೊಳಿಸು,jārigoḷisu
execution (implementation),N/A,noun,c1,ಅನುಷ್ಠಾನ,anuṣṭhāna
execution (capital punishment),N/A,noun,c1,ಮರಣದಂಡನೆ,maraṇadaṁḍane
executive (management related),N/A,adjective,b2,ಕಾರ್ಯಕಾರಿ,kāryakāri
executive (governmental),N/A,adjective,b2,ಕಾರ್ಯಕಾರಿ,kāryakāri
"executive (person, manager)",N/A,noun,b2,ಕಾರ್ಯನಿರ್ವಾಹಕ,kāryanirvāhaka
executive (branch of government),N/A,noun,b2,ಕಾಯಾಂಗ,kāyāṁga
exercise (physical activity),N/A,noun,a1,ವ್ಯಾಯಾಮ,vyāyāma
exercise (practice problem),N/A,noun,a1,ಅಭ್ಯಾಸ,abhyāsa
"to exercise (power, rights)",transitive,verb,b1,ಚಲಾಯಿಸು,calāyisu
to exercise (physical activity),intransitive,verb,a1,ವ್ಯಾಯಾಮ ಮಾಡು,vyāyāma māḍu
to exert (force or influence),transitive,verb,c1,ಪ್ರಯೋಗಿಸು,prayōgisu
to exert (make a great effort),intransitive,verb,c1,ಶ್ರಮ ಹಾಕು,śrama hāku
exhibit (legal evidence),N/A,noun,b2,ಸಾಕ್ಷ್ಯ,sākṣya
"to exhibit (art, goods)",transitive,verb,b2,ಪ್ರದರ್ಶಿಸು,pradarśisu
to exhibit (a quality or symptom),transitive,verb,b2,ತೋರಿಸು,tōrisu
exhibition,N/A,noun,b1,ಪ್ರದರ್ಶನ,pradarśana
exile (state of banishment),N/A,noun,c1,ಗಡೀಪಾರು,gaḍīpāru
exile (person banished),N/A,noun,c1,ದೇಶಭ್ರಷ್ಟ,dēśabhraṣṭa
to exist,N/A,verb,a2,ಇರು,iru
"existence (state of being, reality)",N/A,noun,b2,ಅಸ್ತಿತ್ವ,astitva
"existence (way of life, living)",N/A,noun,b2,ಜೀವನ,jīvana
"exit (departure, withdrawal)",N/A,noun,b2,ನಿರ್ಗಮನ,nirgamana
to exit (a software program),intransitive,verb,c1,ನಿರ್ಗಮಿಸು,nirgamisu
to exit (to withdraw from an agreement),intransitive,verb,c1,ಹಿಂದೆಸರಿ,hiṁdesari
exotic (foreign origin),N/A,adjective,b2,ವಿದೇಶಿ,vidēśi
"exotic (unusual, fascinating)",N/A,adjective,b2,ವಿಶಿಷ್ಟ,viśiṣṭa
to expand (scope or business),transitive,verb,b1,ವಿಸ್ತರಿಸು,vistarisu
"to expand (physical volume, to swell)",intransitive,verb,b1,ಹಿಗ್ಗು,higgu
expansion,N/A,noun,b2,ವಿಸ್ತರಣೆ,vistaraṇe
"to expect (demand, require standard)",transitive,verb,a2,ನಿರೀಕ್ಷಿಸು,nirīkṣisu
expectation (standard or demand),N/A,noun,b2,ನಿರೀಕ್ಷೆ,nirīkṣe
expected (required),N/A,adjective,b1,ನಿರೀಕ್ಷಿತ,nirīkṣita
"expedition (journey, exploration)",N/A,noun,b1,ಶೋಧನ ಯಾತ್ರೆ,śōdhana yātre
expedition (military campaign),N/A,noun,b1,ದಂಡಯಾತ್ರೆ,daṁḍayātre
"expenditure (formal, budgetary)",N/A,noun,c1,ವ್ಯಯ,vyaya
"expense (itemized cost, outlay)",N/A,noun,b2,ವೆಚ್ಚ,vecca
expense (formal concept of cost),N/A,noun,b2,ಖರ್ಚು,kharcu
expensive,N/A,adjective,a1,ದುಬಾರಿ,dubāri
"experience (skill, knowledge gained)",N/A,noun,a2,ಅನುಭವ,anubhava
"experience (specific event, occurrence)",N/A,noun,a2,ಅನುಭವ,anubhava
to experience,N/A,verb,b1,ಅನುಭವಿಸು,anubhavisu
experienced,N/A,adjective,b1,ಅನುಭವಿ,anubhavi
experiment,N/A,noun,a2,ಪ್ರಯೋಗ,prayōga
to experiment,N/A,verb,b1,ಪ್ರಯೋಗ ಮಾಡು,prayōga māḍu
experimental (new and untested),N/A,adjective,c1,ಪ್ರಯೋಗಾತ್ಮಕ,prayōgātmaka
expert,N/A,adjective,a2,ಪ್ರವೀಣ,pravīṇa
"expert (specialist, master)",N/A,noun,b1,ತಜ್ಞ,tajña
expertise (deep knowledge or mastery),N/A,noun,b2,ಪಾಂಡಿತ್ಯ,pāṁḍitya
to expire (validity period),intransitive,verb,c1,ಅವಧಿ ಮುಗಿ,avadhi mugi
to expire (to die),intransitive,verb,c1,ನಿಧನವಾಗು,nidhanavāgu
to explain,transitive,verb,a1,ವಿವರಿಸು,vivarisu
explanation,N/A,noun,a2,ವಿವರಣೆ,vivaraṇe
explicit (clearly stated),N/A,adjective,c1,ಸ್ಪಷ್ಟವಾದ,spaṣṭavāda
explicit (graphic content),N/A,adjective,c1,ಅಶ್ಲೀಲವಾದ,aślīlavāda
explicitly (specifically defined),N/A,adverb,c1,ಸ್ಪಷ್ಟವಾಗಿ,spaṣṭavāgi
to explode (with emotion),intransitive,verb,b1,ಸಿಡಿ,siḍi
to exploit (take advantage unfairly),transitive,verb,b2,ಶೋಷಣೆ ಮಾಡು,śōṣaṇe māḍu
"to exploit (utilize resources, opportunity)",transitive,verb,b2,ಸದುಪಯೋಗ ಮಾಡಿಕೊ,sadupayōga māḍiko
"exploitation (abuse of power, people)",N/A,noun,c1,ಶೋಷಣೆ,śōṣaṇe
exploitation (resource utilization),N/A,noun,c1,ಬಳಕೆ,baḷake
"exploration (physical travel, discovery)",N/A,noun,b2,ಅನ್ವೇಷಣೆ,anvēṣaṇe
"exploration (analysis, study)",N/A,noun,b2,ವಿಶ್ಲೇಷಣೆ,viślēṣaṇe
to explore (a place or region),transitive,verb,b1,ಅನ್ವೇಷಿಸು,anvēṣisu
"to explore (an idea, possibility, or topic)",transitive,verb,b1,ಪರಿಶೀಲಿಸು,pariśīlisu
explosion (rapid increase),N/A,noun,b2,ಸ್ಫೋಟ,sphōṭa
explosive (material or device),N/A,adjective,c1,ಸ್ಫೋಟಕ,sphōṭaka
"explosive (sudden and dramatic, e.g., growth or reaction)",N/A,adjective,c1,ಸ್ಫೋಟಕ,sphōṭaka
explosive,N/A,noun,c1,ಸ್ಫೋಟಕ,sphōṭaka
export,N/A,noun,b1,ರಫ್ತು,raphtu
to export,transitive,verb,b1,ರಫ್ತು ಮಾಡು,raphtu māḍu
"to expose (a secret, corruption)",transitive,verb,b2,ಬಯಲು ಮಾಡು,bayalu māḍu
"to expose (to elements, light)",transitive,verb,b2,ಒಳಪಡಿಸು,oḷapaḍisu
exposure (physical subjection or risk),N/A,noun,b2,ಒಳಪಡುವಿಕೆ,oḷapaḍuvike
exposure (revelation of secret),N/A,noun,b2,ಬಯಲು / ಅನಾವರಣ,bayalu / anāvaraṇa
"exposure (to a new experience, culture)",N/A,noun,b2,ಪರಿಚಯ,paricaya
to express,transitive,verb,a2,ವ್ಯಕ್ತಪಡಿಸು,vyaktapaḍisu
expression (facial look),N/A,noun,a2,ಮುಖಭಾವ,mukhabhāva
expression (communication of ideas),N/A,noun,a2,ಅಭಿವ್ಯಕ್ತಿ,abhivyakti
to extend (prolong duration),transitive,verb,b2,ವಿಸ್ತರಿಸು,vistarisu
to extend (to offer or grant),transitive,verb,b2,ನೀಡು,nīḍu
to extend (physically lengthen or stretch),transitive,verb,b2,ಉದ್ದ ಮಾಡು,udda māḍu
"to stretch (a limb, hand)",transitive,verb,b2,ಚಾಚು,cācu
extension (physical addition or space),N/A,noun,b2,ವಿಸ್ತರಣೆ,vistaraṇe
extension (of time or deadline),N/A,noun,b2,ಕಾಲಾವಕಾಶ,kālāvakāśa
"extensive (thorough, widespread prevalence)",N/A,adjective,b2,ವ್ಯಾಪಕ,vyāpaka
extensively,N/A,adverb,b2,ವ್ಯಾಪಕವಾಗಿ,vyāpakavāgi
extent (degree),N/A,noun,b2,ಪ್ರಮಾಣ,pramāṇa
"extent (scope, area)",N/A,noun,b2,ವ್ಯಾಪ್ತಿ,vyāpti
"external (official, affairs)",N/A,adjective,b2,ಬಾಹ್ಯ,bāhya
extra,N/A,adjective,a1,ಹೆಚ್ಚುವರಿ,heccuvari
"extra (additional item, surplus)",N/A,adverb,b1,ಇನ್ನಷ್ಟು,innaṣṭu
extra (surplus item),N/A,noun,b1,ಮಿಕ್ಕಿದ್ದು,mikkiddu
"extra (charge, cost)",N/A,noun,b1,ಹೆಚ್ಚುವರಿ ಶುಲ್ಕ,heccuvari śulka
extract (excerpt),N/A,noun,b2,ಉದ್ಧರಣೆ,uddharaṇe
extract (concentrated essence),N/A,noun,b2,ಸಾರ,sāra
"to extract (substance, physical item)",transitive,verb,c1,ಹೊರತೆಗೆ,horatege
"to extract (information, data)",transitive,verb,c1,ಸಂಗ್ರಹಿಸು,saṁgrahisu
extraordinary (unusual or non-routine),N/A,adjective,b2,ಅಸಾಧಾರಣ,asādhāraṇa
"extraordinary (amazing, remarkable)",N/A,adjective,b1,ಅದ್ಭುತ / ಅಪೂರ್ವ,adbhuta / apūrva
"to find out (a truth, secret)",transitive,verb,a2,ಕಂಡುಹಿಡಿ,kaṁḍuhiḍi
discovery,N/A,noun,a2,ಆವಿಷ್ಕಾರ,āviṣkāra
"discretion (secrecy, tact)",N/A,noun,c1,ವಿವೇಕ / ಜಾಗರೂಕತೆ,vivēka / jāgarūkate
discretion (freedom of judgment),N/A,noun,c1,ವಿವೇಚನಾಧಿಕಾರ,vivēcanādhikāra
discrimination (unfair treatment),N/A,noun,c1,ತಾರತಮ್ಯ,tāratamya
discrimination (discernment),N/A,noun,c1,ವಿವೇಚನೆ,vivēcane
"to discuss (informal, to talk about)",transitive,verb,a1,ಚರ್ಚಿಸು,carcisu
"discussion (casual talk, conversation)",N/A,noun,a2,ಚರ್ಚೆ,carce
sickness (general illness),N/A,noun,a2,ಕಾಯಿಲೆ,kāyile
"dish (plate, container)",N/A,noun,a1,ತಟ್ಟೆ,taṭṭe
dish (prepared food),N/A,noun,a1,ಖಾದ್ಯ,khādya
dishonest,N/A,adjective,b2,ಅಪ್ರಾಮಾಣಿಕ,aprāmāṇika
disk (computing storage),N/A,noun,b2,ಡಿಸ್ಕ್,ḍisk
disc (vertebral structure),N/A,noun,b2,ಡಿಸ್ಕ್,ḍisk
dislike,N/A,noun,b1,ಇಷ್ಟವಿಲ್ಲದಿರುವುದು,iṣṭavilladiruvudu
"to dislike (strongly, to feel aversion)",transitive,verb,b1,ಇಷ್ಟಪಡದಿರು,iṣṭapaḍadiru
"to feel aversion, disgust",intransitive,verb,b1,ಅಸಹ್ಯಪಡು,asahyapaḍu
to hate (interpersonal),transitive,verb,b1,ದ್ವೇಷಿಸು,dvēṣisu
to dismiss (an idea or feeling),transitive,verb,b2,ತಿರಸ್ಕರಿಸು / ಕಡೆಗಣಿಸು,tiraskarisu / kaḍegaṇisu
to dismiss (a court case or a formal plea),transitive,verb,b2,ವಜಾ ಮಾಡು / ತಳ್ಳಿಹಾಕು,vajā māḍu / taḷḷihāku
to dismiss (a meeting or class),transitive,verb,b2,ಮುಕ್ತಾಯಗೊಳಿಸು / ಬಿಡು,muktāyagoḷisu / biḍu
to dismiss (a meeting),transitive,verb,b2,ಮುಗಿಸು / ಕೊನೆಗೊಳಿಸು,mugisu / konegoḷisu
dismissal (from employment),N/A,noun,c1,ವಜಾ / ಕೆಲಸದಿಂದ ತೆಗೆದುಹಾಕುವಿಕೆ,vajā / kelasadiṁda tegeduhākuvike
termination (of employment),N/A,noun,c1,ವಜಾತಿ / ವಜಾಗೊಳಿಸುವಿಕೆ,vajāti / vajāgoḷisuvike
"dismissal (of a case, charge)",N/A,noun,c1,ವಜಾಗೊಳಿಸುವಿಕೆ / ತಳ್ಳಿಹಾಕುವಿಕೆ,vajāgoḷisuvike / taḷḷihākuvike
rejection of a plea,N/A,noun,c1,ಅರ್ಜಿ ತಿರಸ್ಕಾರ / ಮನವಿ ನಿರಾಕರಣೆ,arji tiraskāra / manavi nirākaraṇe
disorder (medical condition),N/A,noun,b2,ಅಸ್ವಸ್ಥತೆ / ವ್ಯಾಧಿ,asvasthate / vyādhi
mental disorder,N/A,noun,b2,ಮಾನಸಿಕ ಅಸ್ವಸ್ಥತೆ / ಮಾನಸಿಕ ವ್ಯಾಧಿ,mānasika asvasthate / mānasika vyādhi
disorder (civil unrest),N/A,noun,b2,ಗಲಭೆ / ಅಶಾಂತಿ,galabhe / aśāṁti
"chaos, turmoil",N/A,noun,b2,ಅವ್ಯವಸ್ಥೆ / ಗೊಂದಲ,avyavasthe / goṁdala
"to displace (population, refugees)",transitive,verb,c1,ಸ್ಥಳಾಂತರಿಸು / ಸ್ಥಾನಪಲ್ಲಟಗೊಳಿಸು,sthaḷāṁtarisu / sthānapallaṭagoḷisu
"to displace (to replace, supersede)",transitive,verb,c1,ಬದಲಾಯಿಸು / ಸ್ಥಾನವನ್ನು ತೆಗೆದುಕೊ,badalāyisu / sthānavannu tegeduko
"to replace, supersede",transitive,verb,c1,ಬದಲಾಯಿಸು / ಬದಲಿ ಇಡು,badalāyisu / badali iḍu
"display (exhibit, arrangement)",N/A,noun,b2,ಪ್ರದರ್ಶನ / ಪ್ರದರ್ಶಿಕೆ,pradarśana / pradarśike
"display (screen, monitor)",N/A,noun,b2,ಪರದೆ / ಪ್ರದರ್ಶಕ,parade / pradarśaka
"electronic display, monitor",N/A,noun,b2,ವಿದ್ಯುನ್ಮಾನ ಪ್ರದರ್ಶಕ / ಮಾನಿಟರ್,vidyunmāna pradarśaka / māniṭar
display (manifestation of emotion),N/A,noun,b2,ಪ್ರದರ್ಶನ / ಅಭಿವ್ಯಕ್ತಿ,pradarśana / abhivyakti
"demonstration, show (of emotion)",N/A,noun,b2,ಪ್ರಕಟಣೆ / ಪ್ರದರ್ಶನ,prakaṭaṇe / pradarśana
to display (emotion or quality),transitive,verb,b2,ಪ್ರದರ್ಶಿಸು,pradarśisu
disposal (removal),N/A,noun,c1,ವಿಲೇವಾರಿ,vilēvāri
"waste disposal, removal",N/A,noun,c1,ತ್ಯಾಜ್ಯ ವಿಲೇವಾರಿ / ಕಸ ವಿಲೇವಾರಿ,tyājya vilēvāri / kasa vilēvāri
disposal (availability),N/A,noun,c1,ವ್ಯವಸ್ಥೆ,vyavasthe
at your disposal (idiomatic usage),N/A,noun,c1,ಬಳಕೆಗೆ ಲಭ್ಯವಿರುವುದು,baḷakege labhyaviruvudu
to dispose (settle legal matters),transitive,verb,c1,ವಿಲೇವಾರಿ ಮಾಡು,vilēvāri māḍu
"dispute (argument, quarrel)",N/A,noun,b2,ಜಗಳ / ಭಿನ್ನಾಭಿಪ್ರಾಯ,jagaḷa / bhinnābhiprāya
"dispute (controversy, formal conflict)",N/A,noun,c1,ವಿವಾದ,vivāda
to dispute (a fact or validity),N/A,verb,c1,ವಿವಾದಿಸು,vivādisu
to dispute (to quarrel),N/A,verb,c1,ಜಗಳವಾಡು,jagaḷavāḍu
"to disrupt (a process, meeting)",transitive,verb,c1,ಅಡ್ಡಿಪಡಿಸು,aḍḍipaḍisu
"to disrupt (an industry, system)",transitive,verb,c1,ಭಂಗ ಮಾಡು / ಅಸ್ತವ್ಯಸ್ತಗೊಳಿಸು,bhaṁga māḍu / astavyastagoḷisu
"disruption (interruption, disturbance)",N/A,noun,c1,ಅಡ್ಡಿ / ಭಂಗ,aḍḍi / bhaṁga
disruption (radical innovation),N/A,noun,c1,ಕ್ರಾಂತಿಕಾರಕ ಬದಲಾವಣೆ,krāṁtikāraka badalāvaṇe
to dissolve (an assembly or formal body),transitive,verb,c1,ವಿಸರ್ಜಿಸು,visarjisu
distance,N/A,noun,a2,ದೂರ,dūra
distant (in space or time),N/A,adjective,b2,ದೂರದ,dūrada
distant (emotionally),N/A,adjective,b2,ಅಂತರದ / ವಿಮುಖ,aṁtarada / vimukha
distinct (separate),N/A,adjective,b2,ಪ್ರತ್ಯೇಕವಾದ,pratyēkavāda
"distinct (clear, noticeable)",N/A,adjective,b2,ಸ್ಪಷ್ಟವಾದ / ಎದ್ದುಕಾಣುವ,spaṣṭavāda / eddukāṇuva
distinction (difference),N/A,noun,c1,ವ್ಯತ್ಯಾಸ / ಭೇದ,vyatyāsa / bhēda
distinction (honor),N/A,noun,c1,ಗೌರವ / ಮನ್ನಣೆ,gaurava / mannaṇe
distinctive,N/A,adjective,c1,ವಿಶಿಷ್ಟ / ವೈಶಿಷ್ಟ್ಯಪೂರ್ಣ,viśiṣṭa / vaiśiṣṭyapūrṇa
"to distinguish (to achieve recognition, excellence)",N/A,verb,b2,ಮನ್ನಣೆ ಗಳಿಸು / ಹೆಸರು ಮಾಡು,mannaṇe gaḷisu / hesaru māḍu
"to distort (shape, image)",transitive,verb,c1,ವಿರೂಪಗೊಳಿಸು / ತಿರುಚು,virūpagoḷisu / tirucu
"to distort (facts, meaning)",transitive,verb,c1,ತಿರುಚಿ ಹೇಳು / ತಪ್ಪಾಗಿ ಅರ್ಥೈಸು,tiruci hēḷu / tappāgi arthaisu
"to distract (divert focus, attention)",transitive,verb,b2,ಗಮನ ಬೇರೆಡೆಗೆ ಸೆಳೆ / ಏಕಾಗ್ರತೆಗೆ ಭಂಗ ತರು,gamana bēreḍege seḷe / ēkāgratege bhaṁga taru
"to distract (amuse, divert mind from worry)",transitive,verb,b2,ಮನಸ್ಸನ್ನು ಬೇರೆಡೆಗೆ ಸೆಳೆ / ಗಮನ ಬೇರೆಡೆಗೆ ಹರಿಸು,manassannu bēreḍege seḷe / gamana bēreḍege harisu
"distress (emergency, danger)",N/A,noun,c1,ತೀವ್ರ ಸಂಕಷ್ಟ / ಅಪಾಯದ ಸ್ಥಿತಿ,tīvra saṁkaṣṭa / apāyada sthiti
to distress (cause emotional pain),transitive,verb,c1,ತಲ್ಲಣಗೊಳಿಸು / ಚಿಂತೆ ಉಂಟುಮಾಡು,tallaṇagoḷisu / ciṁte uṁṭumāḍu
"to distress (make look old, age)",transitive,verb,c1,ಹಳೆಯದಾಗಿ ಕಾಣುವಂತೆ ಮಾಡು,haḷeyadāgi kāṇuvaṁte māḍu
to distribute (formally),transitive,verb,b2,ವಿತರಿಸು / ಹಂಚು,vitarisu / haṁcu
"distribution (allocation, spread)",N/A,noun,b2,ವಿತರಣೆ / ಹಂಚಿಕೆ,vitaraṇe / haṁcike
"distribution (supply chain, delivery)",N/A,noun,b2,ವಿತರಣೆ,vitaraṇe
district,N/A,noun,b2,ಜಿಲ್ಲೆ,jille
"to disturb (interrupting focus, causing a nuisance)",transitive,verb,b2,ತೊಂದರೆ ಕೊಡು / ಭಂಗ ತರು,toṁdare koḍu / bhaṁga taru
to disturb (causing distress or worry),transitive,verb,b2,ಆತಂಕಗೊಳಿಸು / ಕಳವಳ ಉಂಟುಮಾಡು,ātaṁkagoḷisu / kaḷavaḷa uṁṭumāḍu
disturbing (causing anxiety or distress),N/A,adjective,c1,ಆತಂಕಕಾರಿ / ಕಳವಳಕಾರಿ,ātaṁkakāri / kaḷavaḷakāri
disturbing (alarming or troublesome),N/A,adjective,c1,ತೊಂದರೆದಾಯಕ / ಗಂಭೀರವಾದ,toṁdaredāyaka / gaṁbhīravāda
