id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
1022,responsiveness to stimulus,noun,c1,nan,ಪ್ರತಿಕ್ರಿಯಾಶೀಲತೆ / ಸ್ಪಂದನಶೀಲತೆ / ಸಂವೇದನಾಶೀಲತೆ,pratikriyāśīlate / spaṁdanaśīlate / saṁvēdanāśīlate
1023,sentence (judicial punishment),noun,b1,nan,ಶಿಕ್ಷೆ / ದಂಡನೆ,śikṣe / daṁḍane
1024,to sentence,verb,b2,transitive,ಶಿಕ್ಷೆ ವಿಧಿಸು / ದಂಡಿಸು,śikṣe vidhisu / daṁḍisu
1025,september,noun,a1,nan,ಸೆಪ್ಟೆಂಬರ್,sepṭeṁbar
1026,seven,number,a1,nan,ಏಳು,ēḷu
1027,seventeen,number,a1,nan,ಹದಿನೇಳು,hadinēḷu
1028,seventy,number,a1,nan,ಎಪ್ಪತ್ತು,eppattu
1029,sex (gender category),noun,b1,nan,ಲಿಂಗ,liṁga
1030,sex (intercourse),noun,b1,nan,ಲೈಂಗಿಕ ಕ್ರಿಯೆ / ಸಂಭೋಗ / ಮೈಥುನ,laiṁgika kriye / saṁbhōga / maithuna
1031,sexual (relating to gender or biology),adjective,b1,nan,ಲೈಂಗಿಕ,laiṁgika
1032,sexual (relating to desire or attraction),adjective,b1,nan,ಲೈಂಗಿಕ,laiṁgika
1033,sexuality (identity or orientation),noun,c1,nan,ಲೈಂಗಿಕತೆ / ಲೈಂಗಿಕ ಗುರುತು,laiṁgikate / laiṁgika gurutu
1034,"sexy (alluring, attractive)",adjective,b2,nan,ಆಕರ್ಷಕ / ಮನಮೋಹಕ / ಸೆಳೆಯುವ,ākarṣaka / manamōhaka / seḷeyuva
1035,"sexy (provocative, sexually suggestive)",adjective,b2,nan,ಕಾಮಪ್ರಚೋದಕ / ಲೈಂಗಿಕವಾಗಿ ಪ್ರಚೋದಿಸುವ,kāmapracōdaka / laiṁgikavāgi pracōdisuva
1036,shade (color hue),noun,b2,nan,ಛಾಯೆ / ಬಣ್ಣದ ಛಾಯೆ,chāye / baṇṇada chāye
1037,shade (light covering),noun,b2,nan,ನೆರಳು / ಛಾಯೆ,neraḷu / chāye
1038,lampshade,noun,b2,nan,ಲ್ಯಾಂಪ್‌ಶೇಡ್,lyāṁpśēḍ
1039,"shadow (trace, hint)",noun,b2,nan,ಛಾಯೆ / ಸುಳಿವು,chāye / suḷivu
1040,shadow (constant follower),noun,b2,nan,ನೆರಳು / ಹಿಂಬಾಲಕ,neraḷu / hiṁbālaka
1041,shake (beverage),noun,b1,nan,ಶೇಕ್,śēk
1042,to shake (to tremble),verb,a2,intransitive,ನಡುಗು / ಕಂಪಿಸು,naḍugu / kaṁpisu
1043,"to shake (earthquake, object)",verb,a2,intransitive,ನಡುಗು / ಕಂಪಿಸು / ಅಲುಗು,naḍugu / kaṁpisu / alugu
1044,"to shake (an object, person)",verb,a2,transitive,ಅಲುಗಿಸು / ಅಲ್ಲಾಡಿಸು / ಕುಲುಕು,alugisu / allāḍisu / kuluku
1045,"shall (suggestion, invitation)",modal verb,a2,nan,ಮಾಡೋಣವೇ?,māḍōṇavē?
1046,"shall (formal duty, requirement)",modal verb,b1,nan,ಮಾಡಬೇಕು / ಮಾಡಲೇಬೇಕು,māḍabēku / māḍalēbēku
1047,shallow (physical depth),adjective,b2,nan,ಆಳವಿಲ್ಲದ,āḷavillada
1048,shallow (superficial),adjective,b2,nan,ಮೇಲ್ನೋಟದ / ಆಳವಿಲ್ಲದ,mēlnōṭada / āḷavillada
1049,shame (feeling of embarrassment),noun,b2,nan,ನಾಚಿಕೆ / ಮುಜುಗರ / ಲಜ್ಜೆ,nācike / mujugara / lajje
1050,shame (disgrace or dishonor),noun,b2,nan,ಅವಮಾನ / ಮಾನಭಂಗ / ನಾಚಿಕೆ,avamāna / mānabhaṁga / nācike
1051,"shame (a regrettable occurrence, a pity)",noun,b2,nan,ದುರದೃಷ್ಟ / ಖೇದ / ವಿಷಾದ,duradr̥ṣṭa / khēda / viṣāda
1052,shape (physical form),noun,a2,nan,ಆಕಾರ / ರೂಪ / ಸ್ವರೂಪ,ākāra / rūpa / svarūpa
1053,shape (condition or fitness),noun,b1,nan,ಸ್ಥಿತಿ / ಆರೋಗ್ಯ,sthiti / ārōgya
1054,to shape (physical form),verb,b2,transitive,ರೂಪಿಸು / ಆಕಾರ ನೀಡು / ಕೆತ್ತು,rūpisu / ākāra nīḍu / kettu
1055,"to shape (policy, character)",verb,b2,transitive,ರೂಪಿಸು / ರೂಪ ಕೊಡು / ಪ್ರಭಾವ ಬೀರು,rūpisu / rūpa koḍu / prabhāva bīru
1056,"to shape (policy, opinion)",verb,b2,transitive,ರೂಪಿಸು / ರೂಪ ಕೊಡು / ಪ್ರಭಾವ ಬೀರು,rūpisu / rūpa koḍu / prabhāva bīru
1057,"shaped (influenced, formed by)",adjective,b2,nan,ರೂಪಿತ / ಪ್ರಭಾವಿತ / ರೂಪುಗೊಂಡ,rūpita / prabhāvita / rūpugoṁḍa
1058,share (portion),noun,b1,nan,ಪಾಲು / ಭಾಗ / ಹಂಚಿಕೆ,pālu / bhāga / haṁcike
1059,"share (stock, equity)",noun,b2,nan,ಷೇರು / ಪಾಲು / ಈಕ್ವಿಟಿ,ṣēru / pālu / īkviṭi
1060,"to share (material possessions, food)",verb,a1,transitive,ಹಂಚು / ಪಾಲು ಮಾಡು,haṁcu / pālu māḍu
1061,"to share (information, opinion)",verb,a1,transitive,ಹಂಚು / ತಿಳಿಸು / ವಿನಿಮಯ ಮಾಡು,haṁcu / tiḷisu / vinimaya māḍu
1062,shareholder,noun,c1,nan,ಷೇರುದಾರ / ಪಾಲುದಾರ,ṣērudāra / pāludāra
1063,"sharp (edged, pointed)",adjective,b1,nan,ಹರಿತ / ತೀಕ್ಷ್ಣ / ಮೊನಚಾದ,harita / tīkṣṇa / monacāda
1064,sharp (intelligent),adjective,b1,nan,ಚುರುಕು / ತೀಕ್ಷ್ಣ / ಬುದ್ಧಿವಂತ,curuku / tīkṣṇa / buddhivaṁta
1065,"sharp (mind, wittedness)",adjective,b1,nan,ಚುರುಕು / ತೀಕ್ಷ್ಣ / ಬುದ್ಧಿವಂತ,curuku / tīkṣṇa / buddhivaṁta
1066,"sharp (intense, sudden)",adjective,b1,nan,ತೀವ್ರ / ಹಠಾತ್ / ತೀಕ್ಷ್ಣ,tīvra / haṭhāt / tīkṣṇa
1067,"sharp (taste, pungent)",adjective,b1,nan,ಖಾರ / ತೀಕ್ಷ್ಣ / ಕಟು,khāra / tīkṣṇa / kaṭu
1068,"sharp (sudden, stabbing pain)",adjective,b1,nan,ತೀವ್ರ / ಚುಚ್ಚುವ / ತೀಕ್ಷ್ಣ,tīvra / cuccuva / tīkṣṇa
1069,"to shatter (physical object, breaking into pieces)",verb,c1,transitive,ಪುಡಿಮಾಡು / ಚೂರುಚೂರು ಮಾಡು / ಒಡೆದುಹಾಕು,puḍimāḍu / cūrucūru māḍu / oḍeduhāku
1070,"to shatter (hopes, dreams, a record)",verb,c1,transitive,ಭಗ್ನಗೊಳಿಸು / ನಾಶಮಾಡು / ಮುರಿದುಹಾಕು,bhagnagoḷisu / nāśamāḍu / muriduhāku
1071,to shatter (a record),verb,c1,transitive,ದಾಖಲೆ ಮುರಿ / ದಾಖಲೆ ಮೀರು,dākhale muri / dākhale mīru
1072,"she (nearby, neutral)",pronoun,a1,nan,ಇವಳು,ivaḷu
1073,"she (distant, neutral)",pronoun,a1,nan,ಅವಳು,avaḷu
1074,"she (formal, respectful)",pronoun,a1,nan,ಅವರು,avaru
1075,"to shed (skin, leaves, hair)",verb,c1,transitive,ಕಳಚು / ಉದುರಿಸು,kaḷacu / udurisu
1076,"to shed (a load, burden)",verb,c1,transitive,ಕಳೆದುಕೊಳ್ಳು / ನಿವಾರಿಸು / ಬಿಡು,kaḷedukoḷḷu / nivārisu / biḍu
1077,sheep,noun,a1,nan,ಕುರಿ,kuri
1078,storm (figurative: uproar),noun,a2,nan,ಕೋಲಾಹಲ / ಗದ್ದಲ / ಅಲ್ಲೋಲಕಲ್ಲೋಲ,kōlāhala / gaddala / allōlakallōla
1079,story (level of building),noun,a1,nan,ಮಹಡಿ / ಅಂತಸ್ತು,mahaḍi / aṁtastu
1080,"straight (consecutive, uninterrupted)",adjective,b1,nan,ಸತತ / ನಿರಂತರ,satata / niraṁtara
1081,"straight (immediately, directly)",adverb,a2,nan,ನೇರವಾಗಿ / ತಕ್ಷಣ / ಕೂಡಲೇ,nēravāgi / takṣaṇa / kūḍalē
1082,straightforward (uncomplicated),adjective,c1,nan,ಸರಳ / ಸುಲಭ,saraḷa / sulabha
1083,"straightforward (direct, frank)",adjective,c1,nan,ನೇರ / ಪ್ರಾಮಾಣಿಕ / ಸ್ಪಷ್ಟ,nēra / prāmāṇika / spaṣṭa
1084,strain (stress or burden),noun,c1,nan,ಒತ್ತಡ / ಆಯಾಸ / ಭಾರ,ottaḍa / āyāsa / bhāra
1085,strain (muscle injury),noun,c1,nan,ಸ್ನಾಯು ಸೆಳೆತ / ಪೆಟ್ಟು,snāyu seḷeta / peṭṭu
1086,strain (biological type),noun,c1,nan,ತಳಿ / ಪ್ರಕಾರ,taḷi / prakāra
1087,strand (thin length),noun,c1,nan,ಎಳೆ / ನೂಲು,eḷe / nūlu
1088,strand (component),noun,c1,nan,ಅಂಶ / ಭಾಗ,aṁśa / bhāga
1089,"strange (unusual, odd)",adjective,a2,nan,ವಿಚಿತ್ರ / ಅಸಾಮಾನ್ಯ / ವಿಲಕ್ಷಣ,vicitra / asāmānya / vilakṣaṇa
1090,"strange (unfamiliar, unknown)",adjective,a2,nan,ಅಪರಿಚಿತ / ಅಜ್ಞಾತ,aparicita / ajñāta
1091,stranger (outsider or newcomer),noun,b1,nan,ಅಪರಿಚಿತ / ಹೊಸಬ,aparicita / hosaba
1092,strategic,adjective,c1,nan,ಕಾರ್ಯತಂತ್ರದ / ಯುದ್ಧತಂತ್ರದ,kāryataṁtrada / yuddhataṁtrada
1093,strategy,noun,a2,nan,ಕಾರ್ಯತಂತ್ರ / ಯುಕ್ತಿ / ಯೋಜನೆ,kāryataṁtra / yukti / yōjane
1094,stream (digital content),noun,b2,nan,ಸ್ಟ್ರೀಮ್ / ಪ್ರವಾಹ,sṭrīm / pravāha
1095,"stream (academic path, specialization)",noun,b2,nan,ವಿಭಾಗ / ಶಾಖೆ / ಕ್ಷೇತ್ರ,vibhāga / śākhe / kṣētra
1096,street (narrow lane),noun,a1,nan,ಬೀದಿ / ರಸ್ತೆ,bīdi / raste
1097,strength (physical might),noun,b1,nan,ಶಕ್ತಿ / ಬಲ / ಸಾಮರ್ಥ್ಯ,śakti / bala / sāmarthya
1098,"strength (power, capability)",noun,b1,nan,ಸಾಮರ್ಥ್ಯ / ಶಕ್ತಿ / ಬಲ,sāmarthya / śakti / bala
1099,"to strengthen (to reinforce, consolidate)",verb,b2,transitive,ಬಲಪಡಿಸು / ದೃಢಪಡಿಸು / ಶಕ್ತಿ ತುಂಬು,balapaḍisu / dr̥ḍhapaḍisu / śakti tuṁbu
1100,stress (emphasis),noun,a2,nan,ಒತ್ತು / ಪ್ರಾಮುಖ್ಯತೆ / ಮಹತ್ವ,ottu / prāmukhyate / mahatva
1101,to stress (to emphasize),verb,a2,transitive,ಒತ್ತುಕೊಡು / ಒತ್ತಿಹೇಳು,ottukoḍu / ottihēḷu
1102,to stress (to cause anxiety),verb,a2,transitive,ಒತ್ತಡಹಾಕು / ಚಿಂತೆಮಾಡು,ottaḍahāku / ciṁtemāḍu
1103,"stretch (of road, land)",noun,b2,nan,ಭಾಗ / ಪ್ರದೇಶ / ವಿಸ್ತಾರ,bhāga / pradēśa / vistāra
1104,stretch (period of time),noun,b2,nan,ಅವಧಿ / ಕಾಲ / ಸಮಯ,avadhi / kāla / samaya
1105,"to stretch (one's body, limbs)",verb,b2,intransitive,ಮೈಮುರಿ / ಮೈಚಾಚು / ಅಂಗಚಾಚು,maimuri / maicācu / aṁgacācu
1106,"to stretch (to pull taut, lengthen material)",verb,b2,transitive,ಎಳೆ / ವಿಸ್ತರಿಸು,eḷe / vistarisu
1107,to stretch (to extend over an area),verb,b2,intransitive,ಹರಡು / ವಿಸ್ತರಿಸು,haraḍu / vistarisu
1108,strict,adjective,b2,nan,ಕಟ್ಟುನಿಟ್ಟಾದ / ಕಠಿಣವಾದ / ಕಠೋರವಾದ,kaṭṭuniṭṭāda / kaṭhiṇavāda / kaṭhōravāda
1109,strictly (speaking),adverb,b2,nan,ಕಟ್ಟುನಿಟ್ಟಾಗಿ / ಕಠಿಣವಾಗಿ,kaṭṭuniṭṭāgi / kaṭhiṇavāgi
1110,strictly speaking,adverb,b2,nan,ನಿಖರವಾಗಿ ಹೇಳಬೇಕೆಂದರೆ / ಸರಿಯಾಗಿ ಹೇಳಬೇಕೆಂದರೆ,nikharavāgi hēḷabēkeṁdare / sariyāgi hēḷabēkeṁdare
1111,strike (industrial action),noun,b2,nan,ಮುಷ್ಕರ / ಧರಣಿ / ಪ್ರತಿಭಟನೆ,muṣkara / dharaṇi / pratibhaṭane
1112,to strike (to hit),verb,b2,transitive,ಹೊಡೆ / ಬಡಿ / ಪ್ರಹರಿಸು,hoḍe / baḍi / praharisu
1113,to strike (as protest),verb,b2,intransitive,ಮುಷ್ಕರಮಾಡು / ಪ್ರತಿಭಟಿಸು,muṣkaramāḍu / pratibhaṭisu
1114,to strike (to seem or appear),verb,b2,intransitive,ಅನಿಸು / ತೋರು,anisu / tōru
1115,striking (visually impressive),adjective,c1,nan,ಆಕರ್ಷಕವಾದ / ಗಮನಸೆಳೆಯುವ / ಅದ್ಭುತವಾದ,ākarṣakavāda / gamanaseḷeyuva / adbhutavāda
1116,"striking (remarkable, significant)",adjective,c1,nan,ಗಮನಾರ್ಹವಾದ / ಮಹತ್ವದ / ವಿಶಿಷ್ಟವಾದ,gamanārhavāda / mahatvada / viśiṣṭavāda
1117,"string (series, sequence)",noun,b1,nan,ಸರಣಿ / ಸಾಲು / ಅನುಕ್ರಮ,saraṇi / sālu / anukrama
1118,"strip (long, narrow piece)",noun,c1,nan,ಪಟ್ಟಿ / ತುಂಡು / ಪಟ್ಟೆ,paṭṭi / tuṁḍu / paṭṭe
1119,strip (team uniform),noun,c1,nan,ಸಮವಸ್ತ್ರ / ಉಡುಪು,samavastra / uḍupu
1120,strip (commercial district),noun,c1,nan,ವಾಣಿಜ್ಯ ಪ್ರದೇಶ / ವ್ಯಾಪಾರ ಪ್ರದೇಶ,vāṇijya pradēśa / vyāpāra pradēśa
1121,to strip (to undress or remove covering),verb,c1,transitive,ಬಟ್ಟೆಬಿಚ್ಚು / ತೆಗೆ / ಕಳಚು,baṭṭebiccu / tege / kaḷacu
1122,to strip (to remove paint or wax),verb,c1,transitive,ತೆಗೆ / ಸುಲಿ / ಕೆರೆ,tege / suli / kere
1123,"to strive (intensely, competing)",verb,c1,intransitive,ಪ್ರಯತ್ನಿಸು / ಹೋರಾಡು / ಶ್ರಮಿಸು,prayatnisu / hōrāḍu / śramisu
1124,stroke (medical event),noun,b2,nan,ಪಾರ್ಶ್ವವಾಯು / ಲಕ್ವ,pārśvavāyu / lakva
1125,talented (m),adjective,b1,nan,ಪ್ರತಿಭಾವಂತ / ಸಾಮರ್ಥ್ಯವುಳ್ಳ / ಕುಶಲ,pratibhāvaṁta / sāmarthyavuḷḷa / kuśala
1126,talented (f),adjective,b1,nan,ಪ್ರತಿಭಾವಂತೆ / ಸಾಮರ್ಥ್ಯವುಳ್ಳ / ಕುಶಲೆ,pratibhāvaṁte / sāmarthyavuḷḷa / kuśale
1127,"talk (speech, lecture)",noun,a2,nan,ಭಾಷಣ / ಮಾತು / ಉಪನ್ಯಾಸ,bhāṣaṇa / mātu / upanyāsa
1128,to talk,verb,a1,intransitive,ಮಾತಾಡು / ಮಾತನಾಡು,mātāḍu / mātanāḍu
1129,tall,adjective,a1,nan,ಎತ್ತರ / ಉದ್ದ,ettara / udda
1130,tank (container for liquid),noun,b2,nan,ಟ್ಯಾಂಕ್ / ತೊಟ್ಟಿ / ಜಲಾಶಯ,ṭyāṁk / toṭṭi / jalāśaya
1131,tank (military vehicle),noun,b2,nan,ಟ್ಯಾಂಕ್,ṭyāṁk
1132,tap (light strike),noun,b2,nan,ತಟ್ಟು / ಲಘು ಪ್ರಹಾರ,taṭṭu / laghu prahāra
1133,tap (interception device),noun,b2,nan,ಕದ್ದಾಲಿಕೆ ಉಪಕರಣ / ಟ್ಯಾಪ್,kaddālike upakaraṇa / ṭyāp
1134,to tap (to extract liquid or resource),verb,b2,transitive,ತೆಗೆ / ಹೊರತೆಗೆ / ಬಳಸಿಕೊ,tege / horatege / baḷasiko
1135,to tap (to intercept communication),verb,c1,transitive,ಕದ್ದಾಲಿಸು / ಟ್ಯಾಪ್ ಮಾಡು,kaddālisu / ṭyāp māḍu
1136,tape (adhesive),noun,b1,nan,ಟೇಪ್ / ಅಂಟಿಸುವ ಪಟ್ಟಿ,ṭēp / aṁṭisuva paṭṭi
1137,tape (measuring device),noun,b1,nan,ಟೇಪ್ / ಅಳತೆ ಪಟ್ಟಿ,ṭēp / aḷate paṭṭi
1138,"target (goal, objective)",noun,a2,nan,ಗುರಿ / ಉದ್ದೇಶ / ಲಕ್ಷ್ಯ,guri / uddēśa / lakṣya
1139,"to target (a market, audience, to focus on)",verb,b2,transitive,ಗುರಿಮಾಡು / ಕೇಂದ್ರೀಕರಿಸು / ಲಕ್ಷ್ಯವಿಡು,gurimāḍu / kēṁdrīkarisu / lakṣyaviḍu
1140,task,noun,a2,nan,ಕೆಲಸ / ಕಾರ್ಯ / ಜವಾಬ್ದಾರಿ,kelasa / kārya / javābdāri
1141,"taste (preference, style)",noun,b1,nan,ಅಭಿರುಚಿ / ಶೈಲಿ,abhiruci / śaili
1142,to taste,verb,a2,nan,ರುಚಿ ನೋಡು / ಸವಿ,ruci nōḍu / savi
1143,tax,noun,b1,nan,ತೆರಿಗೆ / ಕರ,terige / kara
1144,to tax (financially),verb,b1,transitive,ತೆರಿಗೆ ವಿಧಿಸು / ಕರ ವಿಧಿಸು,terige vidhisu / kara vidhisu
1145,taxi,noun,a1,nan,ಟ್ಯಾಕ್ಸಿ,ṭyāksi
1146,taxpayer,noun,c1,nan,ತೆರಿಗೆದಾರ / ಕರದಾರ,terigedāra / karadāra
1147,tea,noun,a1,nan,ಟೀ / ಚಹಾ,ṭī / cahā
1148,teaching,noun,a2,nan,ಬೋಧನೆ / ಪಾಠ / ಶಿಕ್ಷಣ,bōdhane / pāṭha / śikṣaṇa
1149,team,noun,a1,nan,ತಂಡ,taṁḍa
1150,tear (from the eye),noun,b2,nan,ಕಣ್ಣೀರು / ಅಶ್ರು,kaṇṇīru / aśru
1151,"technical (relating to rules, procedure)",adjective,b1,nan,ತಾಂತ್ರಿಕ,tāṁtrika
1152,technological,adjective,b2,nan,ತಾಂತ್ರಿಕ,tāṁtrika
1153,technology,noun,a2,nan,ತಂತ್ರಜ್ಞಾನ,taṁtrajñāna
1154,teenage,adjective,a2,nan,ಹದಿಹರೆಯದ,hadihareyada
1155,teens,noun,b2,nan,ಹದಿಹರೆಯ,hadihareya
1156,"telephone (formal, standard)",noun,a1,nan,ಫೋನ್ / ದೂರವಾಣಿ,phōn / dūravāṇi
1157,to telephone,verb,a1,transitive,ಫೋನ್ ಮಾಡು / ದೂರವಾಣಿ ಮಾಡು,phōn māḍu / dūravāṇi māḍu
1158,to call (phone),verb,a1,transitive,ಕರೆ ಮಾಡು / ಫೋನ್ ಮಾಡು,kare māḍu / phōn māḍu
1159,television (formal),noun,a1,nan,ಟಿವಿ / ದೂರದರ್ಶನ,ṭivi / dūradarśana
1160,to term,verb,b2,transitive,ಎಂದು ಕರೆಯು / ಎಂದು ಹೆಸರಿಸು,eṁdu kareyu / eṁdu hesarisu
1161,surgical (precise; targeted),adjective,c1,nan,ನಿಖರವಾದ / ಗುರಿಯಿಟ್ಟ,nikharavāda / guriyiṭṭa
1162,"to sweep (move quickly, e.g., wind or glance)",verb,b2,intransitive,ಬೀಸು / ಹಾಯು,bīsu / hāyu
1163,"to sweep (glance, sight)",verb,b2,nan,ಹಾಯು / ಓಡಾಡು,hāyu / ōḍāḍu
1164,to sweep (win overwhelmingly),verb,b2,transitive,ಸಂಪೂರ್ಣವಾಗಿ ಗೆಲ್ಲು / ಭರ್ಜರಿ ಗೆಲುವು ಸಾಧಿಸು,saṁpūrṇavāgi gellu / bharjari geluvu sādhisu
1165,sweet (taste),adjective,a2,nan,ಸಿಹಿ,sihi
1166,"sweet (person, disposition)",adjective,a2,nan,ಸಿಹಿಯಾದ / ಮಧುರವಾದ,sihiyāda / madhuravāda
1167,"sweet (charming, cute)",adjective,a2,nan,ಮುದ್ದಾದ / ಆಕರ್ಷಕವಾದ,muddāda / ākarṣakavāda
1168,"sweet (taste, disposition)",noun,a2,nan,ಸಿಹಿ,sihi
1169,"sweet (dessert, candy)",noun,a2,nan,ಸಿಹಿ / ಸಿಹಿ ತಿಂಡಿ,sihi / sihi tiṁḍi
1170,swim,noun,b1,nan,ಈಜು,īju
1171,to swim,verb,a1,intransitive,ಈಜು,īju
1172,swimming,noun,a1,nan,ಈಜು,īju
1173,swing (playground equipment),noun,c1,nan,ತೂಗುಯ್ಯಾಲೆ,tūguyyāle
1174,"swing (political, economic shift)",noun,c1,nan,ಬದಲಾವಣೆ / ಪಲ್ಲಟ / ಏರಿಳಿತ,badalāvaṇe / pallaṭa / ēriḷita
1175,swing (in voting),noun,c1,nan,ಮತಗಳ ಬದಲಾವಣೆ / ಮತಗಳ ಏರಿಳಿತ / ಮತಗಳ ಪಲ್ಲಟ / ಸ್ವಿಂಗ್,matagaḷa badalāvaṇe / matagaḷa ēriḷita / matagaḷa pallaṭa / sviṁg
1176,to swing (back and forth movement),verb,c1,intransitive,ತೂಗು / ಆಡು / ಅತ್ತಿತ್ತ ಚಲಿಸು,tūgu / āḍu / attitta calisu
1177,"to swing (a bat, arm, or object)",verb,c1,transitive,ಬೀಸು / ತಿರುಗಿಸು,bīsu / tirugisu
1178,"to swing (an election, a decision)",verb,c1,transitive,ಬದಲಾಯಿಸು / ಪ್ರಭಾವ ಬೀರು / ನಿರ್ಧರಿಸು,badalāyisu / prabhāva bīru / nirdharisu
1179,"switch (change, shift)",noun,b2,nan,ಬದಲಾವಣೆ / ಪಲ್ಲಟ,badalāvaṇe / pallaṭa
1180,"to switch (on, off a device)",verb,b1,transitive,ಆನ್ ಮಾಡು / ಆಫ್ ಮಾಡು,ān māḍu / āph māḍu
1181,to switch on,verb,a1,transitive,ಆನ್ ಮಾಡು / ಚಾಲೂ ಮಾಡು / ಹೊತ್ತಿಸು,ān māḍu / cālū māḍu / hottisu
1182,to switch off,verb,a1,transitive,ಆಫ್ ಮಾಡು / ನಿಲ್ಲಿಸು / ಆರಿಸು,āph māḍu / nillisu / ārisu
1183,to switch (change or swap),verb,b1,transitive,ಬದಲಾಯಿಸು / ಅದಲುಬದಲು ಮಾಡು / ವಿನಿಮಯ ಮಾಡು,badalāyisu / adalubadalu māḍu / vinimaya māḍu
1184,sword (literary or historical context),noun,c1,nan,ಕತ್ತಿ / ಖಡ್ಗ / ಅಸಿ,katti / khaḍga / asi
1185,symbol (sign or mark),noun,a2,nan,ಚಿಹ್ನೆ / ಸಂಕೇತ,cihne / saṁkēta
1186,symbol (representation or emblem),noun,a2,nan,ಸಂಕೇತ / ಪ್ರತೀಕ / ಚಿಹ್ನೆ,saṁkēta / pratīka / cihne
1187,symbolic,adjective,c1,nan,ಸಾಂಕೇತಿಕ / ಪ್ರತೀಕಾತ್ಮಕ,sāṁkētika / pratīkātmaka
1188,"sympathetic (supportive, favorable)",adjective,b2,nan,ಸಹಾನುಭೂತಿಯುಳ್ಳ / ಬೆಂಬಲಿಸುವ / ಅನುಕೂಲಕರ,sahānubhūtiyuḷḷa / beṁbalisuva / anukūlakara
1189,"sympathy (pity, compassion)",noun,b2,nan,ಸಹಾನುಭೂತಿ / ಕರುಣೆ / ಅನುಕಂಪ,sahānubhūti / karuṇe / anukaṁpa
1190,"sympathy (support, solidarity)",noun,b2,nan,ಬೆಂಬಲ / ಸಹಮತ / ಐಕ್ಯಮತ್ಯ,beṁbala / sahamata / aikyamatya
1191,symptom,noun,b1,nan,ಲಕ್ಷಣ / ಚಿಹ್ನೆ,lakṣaṇa / cihne
1192,syndrome (medical condition),noun,c1,nan,ಸಿಂಡ್ರೋಮ್ / ರೋಗಲಕ್ಷಣಗಳ ಸಮೂಹ,siṁḍrōm / rōgalakṣaṇagaḷa samūha
1193,syndrome (complex of behaviours),noun,c1,nan,ಸಿಂಡ್ರೋಮ್ / ವರ್ತನೆಗಳ ಸಮೂಹ / ಲಕ್ಷಣಗಳ ಸಮೂಹ,siṁḍrōm / vartanegaḷa samūha / lakṣaṇagaḷa samūha
1194,synthesis (chemical),noun,c1,nan,ಸಂಶ್ಲೇಷಣೆ / ಸಂಯೋಜನೆ,saṁślēṣaṇe / saṁyōjane
1195,system (computer setup),noun,a2,nan,ಸಿಸ್ಟಮ್ / ವ್ಯವಸ್ಥೆ,sisṭam / vyavasthe
1196,system (body or health),noun,a2,nan,ವ್ಯವಸ್ಥೆ / ಮಂಡಲ,vyavasthe / maṁḍala
1197,systematic,adjective,c1,nan,ವ್ಯವಸ್ಥಿತ / ಕ್ರಮಬದ್ಧ,vyavasthita / kramabaddha
1198,t-shirt,noun,a1,nan,ಟೀ ಶರ್ಟ್ / ಅಂಗಿ,ṭī śarṭ / aṁgi
1199,"table (data arrangement, chart)",noun,b1,nan,ಕೋಷ್ಟಕ / ಪಟ್ಟಿ / ಸಾರಣಿ,kōṣṭaka / paṭṭi / sāraṇi
1200,"tablet (medicine, pill)",noun,a2,nan,ಮಾತ್ರೆ / ಗುಳಿಗೆ,mātre / guḷige
1201,tablet (electronic device),noun,a2,nan,ಟ್ಯಾಬ್ಲೆಟ್,ṭyābleṭ
1202,tackle (equipment),noun,c1,nan,ಉಪಕರಣ / ಸಾಧನ / ಸಲಕರಣೆ,upakaraṇa / sādhana / salakaraṇe
1203,to tackle (a problem or challenge),verb,b2,transitive,ನಿಭಾಯಿಸು / ಎದುರಿಸು / ಬಗೆಹರಿಸು,nibhāyisu / edurisu / bageharisu
1204,to tackle (in sports),verb,b2,transitive,ಟ್ಯಾಕಲ್ ಮಾಡು / ತಡೆ,ṭyākal māḍu / taḍe
1205,tactic,noun,c1,nan,ತಂತ್ರ / ಉಪಾಯ,taṁtra / upāya
1206,tactical,adjective,c1,nan,ತಾಂತ್ರಿಕ / ತಂತ್ರಗಾರಿಕೆಯ,tāṁtrika / taṁtragārikeya
1207,tag (label attached to an object),noun,b2,nan,ಲೇಬಲ್ / ಚೀಟಿ / ಗುರುತು,lēbal / cīṭi / gurutu
1208,"tag (digital index, keyword)",noun,b2,nan,ಟ್ಯಾಗ್ / ಕೀಲಿಪದ,ṭyāg / kīlipada
1209,to tag (to affix a label),verb,b2,transitive,ಲೇಬಲ್ ಹಾಕು / ಚೀಟಿ ಅಂಟಿಸು / ಗುರುತು ಹಾಕು,lēbal hāku / cīṭi aṁṭisu / gurutu hāku
1210,"to tag (digital, social media)",verb,b2,transitive,ಟ್ಯಾಗ್ ಮಾಡು,ṭyāg māḍu
1211,type,noun,a1,nan,ವಿಧ / ಪ್ರಕಾರ / ರೀತಿ,vidha / prakāra / rīti
1212,to threaten (to pose danger),verb,b2,transitive,ಬೆದರಿಸು / ಅಪಾಯ ಒಡ್ಡು / ಹೆದರಿಸು,bedarisu / apāya oḍḍu / hedarisu
1213,timber (standing trees),noun,c1,nan,ಮರ / ಕಟ್ಟಿಗೆ,mara / kaṭṭige
