id,english_word,word_class,kannada_translation,verb_transitivity,level
2676,democratic (participatory),adjective,ಭಾಗವಹಿಸುವಿಕೆಯ / ಪಾಲ್ಗೊಳ್ಳುವಿಕೆಯ,N/A,b2
2677,essential (necessary),adjective,ಅಗತ್ಯ / ಅನಿವಾರ್ಯ / ಪ್ರಾಮುಖ್ಯ,N/A,b1
2678,essential (fundamental),adjective,ಮೂಲಭೂತ / ಪ್ರಾಥಮಿಕ / ಅತ್ಯಾವಶ್ಯಕ,N/A,b2
2679,essentially,adverb,ಮೂಲತಃ / ವಾಸ್ತವವಾಗಿ / ಪ್ರಮುಖವಾಗಿ,N/A,b2
2680,to establish (a business or institution),verb,ಸ್ಥಾಪಿಸು / ಆರಂಭಿಸು / ಕಟ್ಟಿಸು,transitive,b2
2681,to establish (a fact or truth),verb,ಸಾಬೀತುಪಡಿಸು / ದೃಢಪಡಿಸು / ಖಚಿತಪಡಿಸು,transitive,b2
2682,"to establish (a truth, confirm)",verb,ದೃಢಪಡಿಸು / ಖಚಿತಪಡಿಸು / ಸ್ಥಿರಪಡಿಸು,transitive,b2
2683,establishment (business location or institution),noun,ಸಂಸ್ಥೆ / ಸಂಘಟನೆ / ಕಚೇರಿ,N/A,c1
2684,establishment (business location),noun,ವ್ಯವಹಾರ ಸ್ಥಳ / ಅಂಗಡಿ / ಸಂಸ್ಥೆ,N/A,c1
2685,establishment (act of founding or creation),noun,ಸ್ಥಾಪನೆ / ಸಂಸ್ಥಾಪನೆ / ನಿರ್ಮಾಣ,N/A,c1
2686,"establishment (ruling elite, dominant system)",noun,ಆಡಳಿತ ವರ್ಗ / ಪ್ರಭುತ್ವ / ಅಧಿಕಾರ ವರ್ಗ,N/A,c1
2687,estate (legal assets),noun,ಆಸ್ತಿ / ಸಂಪತ್ತು / ಸ್ವತ್ತು,N/A,b2
2688,estate (industrial or housing area),noun,ಬಡಾವಣೆ / ಸಂಕೀರ್ಣ / ಪ್ರದೇಶ,N/A,b2
2689,estimate,noun,ಅಂದಾಜು / ಮೌಲ್ಯಮಾಪನ / ಲೆಕ್ಕಾಚಾರ,N/A,b2
2690,to estimate (to value highly),verb,ಗೌರವಿಸು / ಮೆಚ್ಚು / ಮೌಲ್ಯಮಾಪನ ಮಾಡು,transitive,b2
2691,to estimate (calculate roughly),verb,ಅಂದಾಜು ಮಾಡು / ಲೆಕ್ಕಾಚಾರ ಮಾಡು,transitive,b2
2692,"eternal (lasting forever, spiritual)",adjective,ಶಾಶ್ವತ / ನಿತ್ಯ / ಅಮರ,N/A,c1
2693,eternal (constantly recurring),adjective,ನಿರಂತರ / ಸತತ / ಅವಿರತ,N/A,c1
2694,eternal (never ending),adjective,ಎಂದಿಗೂ ಮುಗಿಯದ / ಅಂತ್ಯವಿಲ್ಲದ / ಅನಂತ,N/A,c1
2695,ethic (formal system of morality),noun,ನೈತಿಕ ತತ್ವ / ನೀತಿಶಾಸ್ತ್ರ,N/A,b2
2696,ethic (characteristic quality),noun,ನೀತಿ / ನೈತಿಕತೆ / ಗುಣ,N/A,b2
2697,ethical,adjective,ನೈತಿಕ / ನೀತಿಯುತ,N/A,b2
2698,ethnic (relating to cultural style),adjective,ಜನಾಂಗೀಯ / ಜನಾಂಗದ / ಸಾಂಸ್ಕೃತಿಕ,N/A,b2
2700,to evacuate (people from a dangerous place),verb,ಸ್ಥಳಾಂತರಿಸು / ತೆರವುಗೊಳಿಸು / ಖಾಲಿ ಮಾಡಿಸು,transitive,c1
2701,"to evacuate (bowels, stomach contents)",verb,ವಿಸರ್ಜಿಸು / ಹೊರಹಾಕು,transitive,c1
2702,to evaluate (critique),verb,ವಿಮರ್ಶಿಸು / ಪರಿಶೀಲಿಸು,transitive,b2
2703,"to evaluate (assess, judge)",verb,ಮೌಲ್ಯಮಾಪನ ಮಾಡು / ಅಂದಾಜು ಮಾಡು / ಅಳೆಯು,transitive,b2
2704,evaluation,noun,ಮೌಲ್ಯಮಾಪನ / ಮೌಲ್ಯನಿರ್ಧಾರ / ಅಂದಾಜು,N/A,b2
2705,even (level or flat),adjective,ಸಮತಟ್ಟಾದ / ಸಮ / ಮಟ್ಟಸವಾದ,N/A,b2
2706,even (equal or balanced),adjective,ಸಮ / ಸಮಾನ / ಸರಿ,N/A,b2
2707,even (number),adjective,ಸಮ,N/A,b2
2708,even (unexpectedly),adverb,ಕೂಡ / ಸಹ,N/A,a1
2709,"even (more, better)",adverb,ಇನ್ನೂ / ಹೆಚ್ಚು,N/A,a1
2710,"evening (formal, dusk)",noun,ಸಾಯಂಕಾಲ / ಮುಸ್ಸಂಜೆ / ಸಂಜೆ,N/A,a1
2711,"evening (common, colloquial)",noun,ಸಂಜೆ / ಸಾಯಂಕಾಲ,N/A,a1
2712,event (happening),noun,ಘಟನೆ / ಸಂಭವ,N/A,a1
2713,event (planned function),noun,ಕಾರ್ಯಕ್ರಮ / ಸಮಾರಂಭ,N/A,a1
2714,eventually (in the course of time),adverb,ಕಾಲಕ್ರಮೇಣ / ಕಾಲಾಂತರದಲ್ಲಿ,N/A,b2
2715,eventually (finally),adverb,ಕೊನೆಗೆ / ಅಂತಿಮವಾಗಿ,N/A,b1
2716,ever (at any time),adverb,ಎಂದಾದರೂ / ಯಾವಾಗಲಾದರೂ,N/A,a1
2717,ever (always),adverb,ಯಾವಾಗಲೂ / ಸದಾ,N/A,a1
2718,every,determiner,ಪ್ರತಿ / ಪ್ರತಿಯೊಂದು / ಎಲ್ಲಾ,N/A,a1
2719,everybody,pronoun,ಎಲ್ಲರೂ / ಪ್ರತಿಯೊಬ್ಬರೂ / ಸಕಲರೂ,N/A,a1
2720,everyday,adjective,ದಿನನಿತ್ಯದ / ದೈನಂದಿನ / ಪ್ರತಿದಿನದ,N/A,a2
2721,everyone,pronoun,ಎಲ್ಲರೂ / ಪ್ರತಿಯೊಬ್ಬರೂ / ಸಕಲರೂ,N/A,a1
2722,"everything (standard, complete)",pronoun,ಎಲ್ಲವೂ / ಸಮಸ್ತ / ಸಕಲವೂ,N/A,a1
2723,"everything (colloquial, spoken)",pronoun,ಎಲ್ಲಾ / ಎಲ್ಲವೂ,N/A,a1
2724,everywhere,adverb,ಎಲ್ಲೆಡೆ / ಎಲ್ಲಾ ಕಡೆ / ಸರ್ವತ್ರ,N/A,a2
2725,"evidence (proof, documents)",noun,ಸಾಕ್ಷ್ಯಾಧಾರ / ಪುರಾವೆ / ದಾಖಲೆ / ರುಜುವಾತು,N/A,a2
2726,"evidence (testimony, witness account)",noun,ಸಾಕ್ಷ್ಯ / ಹೇಳಿಕೆ,N/A,a2
2727,"evident (manifest, apparent)",adjective,ಸ್ಪಷ್ಟವಾದ / ಗೋಚರವಾದ / ಪ್ರತ್ಯಕ್ಷವಾದ,N/A,b2
2728,"evil (wicked, morally bad)",adjective,ಕೆಟ್ಟ / ದುಷ್ಟ / ಪಾಪಿ,N/A,b2
2729,"evil (harmful, malignant)",adjective,ಹಾನಿಕರ / ಅಪಾಯಕಾರಿ / ದುರುದ್ದೇಶದ,N/A,b2
2730,"evil (wickedness, moral depravity)",noun,ಕೇಡು / ದುಷ್ಟತನ / ಪಾಪ / ಅನಿಷ್ಟ,N/A,b2
2731,to evoke (memory or feeling),verb,ಕೆದಕು / ನೆನಪಿಸು / ಪ್ರಚೋದಿಸು,transitive,c1
2732,to evoke (a reaction or response),verb,ಪ್ರಚೋದಿಸು / ಉಂಟುಮಾಡು / ಪ್ರೇರೇಪಿಸು,transitive,c1
2733,evolution (biological theory),noun,ಜೀವವಿಕಾಸ / ವಿಕಾಸ,N/A,b2
2734,evolutionary,adjective,ವಿಕಾಸೀಯ / ವಿಕಾಸದ,N/A,c1
2735,to evolve (gradually change),verb,ವಿಕಾಸಗೊಳ್ಳು / ಬೆಳೆ / ಬದಲಾಗು,intransitive,b2
2736,to evolve (to develop or formulate a plan),verb,ಅಭಿವೃದ್ಧಿಪಡಿಸು / ರೂಪಿಸು / ವಿಕಸಿಸು,transitive,b2
2737,exact,adjective,ನಿಖರ / ಖಚಿತ / ಸರಿಯಾದ,N/A,a2
2738,"exactly (precisely, accurately)",adverb,ನಿಖರವಾಗಿ / ಖಚಿತವಾಗಿ / ಸರಿಯಾಗಿ,N/A,a2
2739,"exactly (as confirmation, agreement)",adverb,ಅದೇ / ಸರಿಯಾಗಿ / ನಿಖರವಾಗಿಯೇ,N/A,a2
2740,to exaggerate,verb,ಉತ್ಪ್ರೇಕ್ಷಿಸು / ಹೆಚ್ಚು ಮಾಡಿ ಹೇಳು / ಅತಿಶಯೋಕ್ತಿ ಮಾಡು,transitive,c1
2741,"exam (test, quiz)",noun,ಪರೀಕ್ಷೆ / ಟೆಸ್ಟ್,N/A,a1
2742,"examination (test, assessment)",noun,ಪರೀಕ್ಷೆ / ಮೌಲ್ಯಮಾಪನ,N/A,b2
2743,examination (medical check-up),noun,ತಪಾಸಣೆ / ವೈದ್ಯಕೀಯ ತಪಾಸಣೆ / ಪರಿಶೀಲನೆ,N/A,b2
2744,"examination (scrutiny, investigation)",noun,ಪರಿಶೀಲನೆ / ತನಿಖೆ / ಸೂಕ್ಷ್ಮ ಪರಿಶೀಲನೆ,N/A,b2
2745,"to examine (to inspect, review)",verb,ಪರಿಶೀಲಿಸು / ಪರಿಶೋಧಿಸು / ಪರೀಕ್ಷಿಸು,transitive,b1
2746,to examine (to test knowledge),verb,ಪರೀಕ್ಷಿಸು / ಪ್ರಶ್ನಿಸು,transitive,b1
2747,"example (model, pattern)",noun,ಮಾದರಿ / ನಮೂನೆ,N/A,a1
2748,"example (instance, illustration)",noun,ಉದಾಹರಣೆ / ದೃಷ್ಟಾಂತ,N/A,a1
2749,to exceed,verb,ಮೀರು / ದಾಟು,transitive,b2
2750,excellence,noun,ಶ್ರೇಷ್ಠತೆ / ಉತ್ಕೃಷ್ಟತೆ / ಅತ್ಯುತ್ತಮತೆ,N/A,c1
2751,excellent (high quality),adjective,ಉತ್ತಮ / ಶ್ರೇಷ್ಠ / ಅತ್ಯುತ್ತಮ,N/A,a2
2752,"excellent (superb, outstanding)",adjective,ಅದ್ಭುತ / ಅಸಾಧಾರಣ / ಅದ್ಭುತಕರ,N/A,a2
2753,except (excluding someone or something),conjunction,ಹೊರತುಪಡಿಸಿ / ಹೊರತಾಗಿ / ಬಿಟ್ಟು,N/A,b1
2754,"except (but, unless)",conjunction,ಹೊರತಾಗಿ / ಬಿಟ್ಟರೆ / ಹೊರತು,N/A,b1
2755,except,preposition,ಹೊರತು / ಹೊರತಾಗಿ / ಬಿಟ್ಟು,N/A,a2
2756,exception,noun,ಅಪವಾದ / ವಿನಾಯಿತಿ,N/A,b2
2757,exceptional (outstandingly good),adjective,ಅಸಾಧಾರಣ / ಅದ್ಭುತ / ಅತ್ಯುತ್ತಮ,N/A,c1
2758,exceptional (forming an exception),adjective,ಅಪವಾದದ / ವಿನಾಯಿತಿ ಇರುವ,N/A,c1
2759,excess,adjective,ಅಧಿಕ / ಹೆಚ್ಚುವರಿ / ಮಿತಿಮೀರಿದ,N/A,c1
2760,excess (surplus quantity),noun,ಹೆಚ್ಚುವರಿ / ಮಿಗಿಲು / ಅಧಿಕ ಪ್ರಮಾಣ,N/A,c1
2761,excess (insurance deductible),noun,ವಿಮಾ ಕಡಿತ / ಸ್ವಯಂ ಕಡಿತ,N/A,c1
2762,excess (immoderate indulgence),noun,ಮಿತಿಮೀರುವಿಕೆ / ಅತಿ / ಅತಿಯಾದದ್ದು,N/A,c1
2763,excessive,adjective,ಅತಿಯಾದ / ಮಿತಿಮೀರಿದ / ಅಧಿಕ,N/A,b2
2764,"exchange (financial market, institution)",noun,ವಿನಿಮಯ ಕೇಂದ್ರ / ವಿನಿಮಯ,N/A,b1
2765,"to exchange (goods, money)",verb,ಬದಲಾಯಿಸು / ವಿನಿಮಯ ಮಾಡು / ಅದಲುಬದಲು ಮಾಡು,transitive,b1
2766,"to exchange (ideas, information)",verb,ವಿನಿಮಯ ಮಾಡು / ಹಂಚಿಕೊ,transitive,b1
2767,excited (eagerly anticipating),adjective,ಉತ್ಸುಕ / ಸಂತೋಷಗೊಂಡ / ಉಲ್ಲಾಸಗೊಂಡ,N/A,a1
2768,excited (agitated or highly stimulated),adjective,ಕ್ಷೋಭೆಗೊಂಡ / ಉದ್ರೇಕಗೊಂಡ / ಆತಂಕಗೊಂಡ,N/A,a2
2769,"excitement (thrill, anticipation)",noun,ಉತ್ತೇಜನ / ರೋಮಾಂಚನ / ಉತ್ಸಾಹ,N/A,b1
2770,"exciting (thrilling, adventurous)",adjective,ರೋಮಾಂಚಕಾರಿ / ಉತ್ತೇಜಕ / ಸಾಹಸಮಯ,N/A,a1
2771,"exciting (interesting, inspiring)",adjective,ಆಸಕ್ತಿಕರ / ಪ್ರೇರಕ / ಕುತೂಹಲಕಾರಿ,N/A,a1
2772,"to exclude (to keep someone, something out)",verb,ಹೊರಗಿಡು / ಹೊರಹಾಕು / ತಳ್ಳಿಹಾಕು,transitive,b2
2773,"to exclude (to omit from a set, calculation)",verb,ಹೊರತುಪಡಿಸು / ಬಿಟ್ಟುಬಿಡು,transitive,b2
2774,"exclusion (specific clause, item)",noun,ಹೊರತುಪಡಿಸುವಿಕೆ / ವಿನಾಯಿತಿ,N/A,c1
2775,"exclusive (sole owner, right)",adjective,ಏಕಮಾತ್ರ / ಅನನ್ಯ / ಪ್ರತ್ಯೇಕ,N/A,c1
2776,"exclusive (high-class, select)",adjective,ವಿಶಿಷ್ಟ / ಪ್ರತ್ಯೇಕ / ಉನ್ನತ ದರ್ಜೆಯ,N/A,c1
2777,exclusively (solely),adverb,ಕೇವಲ / ಮಾತ್ರ / ಅನನ್ಯವಾಗಿ,N/A,c1
2778,"exclusively (reserved, dedicated)",adverb,ಅನನ್ಯವಾಗಿ / ಪ್ರತ್ಯೇಕವಾಗಿ / ಮೀಸಲಾಗಿ,N/A,c1
2779,excuse (pretext),noun,ನೆಪ / ಬೂಟಾಟಿಕೆ,N/A,b2
2780,to excuse (from duty or obligation),verb,ವಿನಾಯಿತಿ ಕೊಡು / ಕ್ಷಮಿಸು / ಬಿಡುಗಡೆ ಮಾಡು,transitive,b2
2781,"to execute (a person, legally)",verb,ಮರಣದಂಡನೆ ಜಾರಿ ಮಾಡು / ಗಲ್ಲಿಗೇರಿಸು,transitive,c1
2782,to execute (a document or contract),verb,ಕಾರ್ಯಗತಗೊಳಿಸು / ಜಾರಿಗೊಳಿಸು / ಅನುಷ್ಠಾನಗೊಳಿಸು,transitive,c1
2783,to execute (a document),verb,ಜಾರಿಗೊಳಿಸು / ಕಾರ್ಯಗತಗೊಳಿಸು,transitive,c1
2784,execution (implementation),noun,ಅನುಷ್ಠಾನ / ಕಾರ್ಯಗತಗೊಳಿಸುವಿಕೆ / ಜಾರಿಗೊಳಿಸುವಿಕೆ,N/A,c1
2785,execution (capital punishment),noun,ಮರಣದಂಡನೆ / ಗಲ್ಲು ಶಿಕ್ಷೆ,N/A,c1
2786,executive (management related),adjective,ಕಾರ್ಯಕಾರಿ / ಕಾರ್ಯನಿರ್ವಾಹಕ,N/A,b2
2787,executive (governmental),adjective,ಕಾರ್ಯಕಾರಿ / ಕಾರ್ಯನಿರ್ವಾಹಕ,N/A,b2
2788,"executive (person, manager)",noun,ಕಾರ್ಯನಿರ್ವಾಹಕ / ನಿರ್ವಾಹಕ / ಅಧಿಕಾರಿ,N/A,b2
2789,executive (branch of government),noun,ಕಾಯಾಂಗ,N/A,b2
2790,exercise (physical activity),noun,ವ್ಯಾಯಾಮ / ಕಸರತ್ತು,N/A,a1
2791,exercise (practice problem),noun,ಅಭ್ಯಾಸ / ಕಸರತ್ತು,N/A,a1
2792,"to exercise (power, rights)",verb,ಚಲಾಯಿಸು / ಬಳಸು,transitive,b1
2793,to exercise (physical activity),verb,ವ್ಯಾಯಾಮ ಮಾಡು / ಕಸರತ್ತು ಮಾಡು,intransitive,a1
2794,to exert (force or influence),verb,ಪ್ರಯೋಗಿಸು / ಬಳಸು,transitive,c1
2795,to exert (make a great effort),verb,ಶ್ರಮ ಹಾಕು / ಪ್ರಯತ್ನಿಸು / ಕಷ್ಟಪಡು,intransitive,c1
2796,exhibit (legal evidence),noun,ಸಾಕ್ಷ್ಯ / ಪುರಾವೆ,N/A,b2
2797,"to exhibit (art, goods)",verb,ಪ್ರದರ್ಶಿಸು / ತೋರಿಸು,transitive,b2
2798,to exhibit (a quality or symptom),verb,ತೋರಿಸು / ಪ್ರದರ್ಶಿಸು,transitive,b2
2799,exhibition,noun,ಪ್ರದರ್ಶನ / ಮೇಳ / ಪ್ರದರ್ಶಿಕೆ,N/A,b1
2800,exile (state of banishment),noun,ಗಡೀಪಾರು / ದೇಶಭ್ರಷ್ಟತೆ,N/A,c1
2801,exile (person banished),noun,ದೇಶಭ್ರಷ್ಟ / ಗಡೀಪಾರು ಆದವನು,N/A,c1
2802,to exist,verb,ಇರು / ಅಸ್ತಿತ್ವದಲ್ಲಿರು,intransitive,a2
2803,"existence (state of being, reality)",noun,ಅಸ್ತಿತ್ವ / ಇರುವಿಕೆ,N/A,b2
2804,"existence (way of life, living)",noun,ಜೀವನ / ಬದುಕು,N/A,b2
2805,"exit (departure, withdrawal)",noun,ನಿರ್ಗಮನ / ಹೊರಹೋಗುವಿಕೆ,N/A,b2
2806,to exit (a software program),verb,ನಿರ್ಗಮಿಸು / ಮುಚ್ಚು,intransitive,c1
2807,to exit (to withdraw from an agreement),verb,ಹಿಂದೆಸರಿ / ತ್ಯಜಿಸು,intransitive,c1
2808,exotic (foreign origin),adjective,ವಿದೇಶಿ / ಪರದೇಶಿ,N/A,b2
2809,"exotic (unusual, fascinating)",adjective,ವಿಶಿಷ್ಟ / ಅಪೂರ್ವ / ಅಸಾಮಾನ್ಯ,N/A,b2
2810,to expand (scope or business),verb,ವಿಸ್ತರಿಸು / ಹೆಚ್ಚಿಸು,transitive,b1
2811,"to expand (physical volume, to swell)",verb,ಹಿಗ್ಗು / ಊದು,intransitive,b1
2812,expansion,noun,ವಿಸ್ತರಣೆ / ಹಿಗ್ಗುವಿಕೆ / ಹೆಚ್ಚಳ,N/A,b2
2813,"to expect (demand, require standard)",verb,ನಿರೀಕ್ಷಿಸು / ಅಪೇಕ್ಷಿಸು,transitive,a2
2814,expectation (standard or demand),noun,ನಿರೀಕ್ಷೆ / ಅಪೇಕ್ಷೆ,N/A,b2
2815,expected (required),adjective,ನಿರೀಕ್ಷಿತ / ಅಪೇಕ್ಷಿತ,N/A,b1
2816,"expedition (journey, exploration)",noun,ಶೋಧನ ಯಾತ್ರೆ / ಅನ್ವೇಷಣಾ ಯಾತ್ರೆ,N/A,b1
2817,expedition (military campaign),noun,ದಂಡಯಾತ್ರೆ / ಸೇನಾಯಾತ್ರೆ,N/A,b1
2818,"expenditure (formal, budgetary)",noun,ವ್ಯಯ / ಖರ್ಚು / ವೆಚ್ಚ,N/A,c1
2819,"expense (itemized cost, outlay)",noun,ವೆಚ್ಚ / ಖರ್ಚು,N/A,b2
2820,expense (formal concept of cost),noun,ಖರ್ಚು / ವೆಚ್ಚ / ವ್ಯಯ,N/A,b2
2821,expensive,adjective,ದುಬಾರಿ / ಹೆಚ್ಚು ಬೆಲೆಯ,N/A,a1
2822,"experience (skill, knowledge gained)",noun,ಅನುಭವ,N/A,a2
2823,"experience (specific event, occurrence)",noun,ಅನುಭವ,N/A,a2
2824,to experience,verb,ಅನುಭವಿಸು,transitive,b1
2825,experienced,adjective,ಅನುಭವಿ / ಅನುಭವವುಳ್ಳ,N/A,b1
2826,experiment,noun,ಪ್ರಯೋಗ,N/A,a2
2827,to experiment,verb,ಪ್ರಯೋಗ ಮಾಡು / ಪ್ರಯೋಗಿಸು,transitive,b1
2828,experimental (new and untested),adjective,ಪ್ರಯೋಗಾತ್ಮಕ / ಪರೀಕ್ಷಾರ್ಥ,N/A,c1
2829,expert,adjective,ಪ್ರವೀಣ / ತಜ್ಞ / ನಿಪುಣ,N/A,a2
2830,"expert (specialist, master)",noun,ತಜ್ಞ / ಪ್ರವೀಣ / ನಿಪುಣ,N/A,b1
2831,expertise (deep knowledge or mastery),noun,ತಜ್ಞತೆ / ಪಾಂಡಿತ್ಯ / ನೈಪುಣ್ಯ,N/A,b2
2832,to expire (validity period),verb,ಅವಧಿ ಮುಗಿ / ಅವಧಿ ತೀರು,intransitive,c1
2833,to expire (to die),verb,ನಿಧನವಾಗು / ಸಾಯು / ಮರಣಿಸು,intransitive,c1
2834,to explain,verb,ವಿವರಿಸು / ತಿಳಿಸು,transitive,a1
2835,explanation,noun,ವಿವರಣೆ / ಸ್ಪಷ್ಟೀಕರಣ,N/A,a2
2836,explicit (clearly stated),adjective,ಸ್ಪಷ್ಟವಾದ / ನಿರ್ದಿಷ್ಟವಾದ,N/A,c1
2837,explicit (graphic content),adjective,ಅಶ್ಲೀಲವಾದ,N/A,c1
2838,explicitly (specifically defined),adverb,ಸ್ಪಷ್ಟವಾಗಿ / ನಿರ್ದಿಷ್ಟವಾಗಿ,N/A,c1
2839,to explode (with emotion),verb,ಸಿಡಿ / ಭುಗಿಲೆಳು,intransitive,b1
2840,to exploit (take advantage unfairly),verb,ಶೋಷಣೆ ಮಾಡು / ದುರುಪಯೋಗಪಡಿಸಿಕೊ,transitive,b2
2841,"to exploit (utilize resources, opportunity)",verb,ಸದುಪಯೋಗ ಮಾಡಿಕೊ / ಬಳಸಿಕೊ,transitive,b2
2842,"exploitation (abuse of power, people)",noun,ಶೋಷಣೆ / ದುರುಪಯೋಗ,N/A,c1
2843,exploitation (resource utilization),noun,ಬಳಕೆ / ಸದುಪಯೋಗ,N/A,c1
2844,"exploration (physical travel, discovery)",noun,ಅನ್ವೇಷಣೆ / ಶೋಧನೆ,N/A,b2
2845,"exploration (analysis, study)",noun,ವಿಶ್ಲೇಷಣೆ / ಪರಿಶೀಲನೆ,N/A,b2
2846,to explore (a place or region),verb,ಅನ್ವೇಷಿಸು / ಶೋಧಿಸು,transitive,b1
2847,"to explore (an idea, possibility, or topic)",verb,ಪರಿಶೀಲಿಸು / ವಿಶ್ಲೇಷಿಸು,transitive,b1
2848,explosion (rapid increase),noun,ಸ್ಫೋಟ / ಭುಗಿಲೆಳುವಿಕೆ,N/A,b2
2849,explosive (material or device),adjective,ಸ್ಫೋಟಕ,N/A,c1
2850,"explosive (sudden and dramatic, e.g., growth or reaction)",adjective,ಸ್ಫೋಟಕ / ತೀವ್ರ,N/A,c1
2851,explosive,noun,ಸ್ಫೋಟಕ,N/A,c1
2852,export,noun,ರಫ್ತು,N/A,b1
2853,to export,verb,ರಫ್ತು ಮಾಡು,transitive,b1
2854,"to expose (a secret, corruption)",verb,ಬಯಲು ಮಾಡು / ಅನಾವರಣಗೊಳಿಸು / ಹೊರಹಾಕು,transitive,b2
2855,"to expose (to elements, light)",verb,ಒಳಪಡಿಸು / ತೆರೆದಿಡು / ಸಂಪರ್ಕಕ್ಕೆ ತರು,transitive,b2
2856,exposure (physical subjection or risk),noun,ಒಳಪಡುವಿಕೆ / ತೆರೆದುಕೊಳ್ಳುವಿಕೆ,N/A,b2
2857,exposure (revelation of secret),noun,ಬಯಲು / ಅನಾವರಣ / ಹೊರಬರುವಿಕೆ,N/A,b2
2858,"exposure (to a new experience, culture)",noun,ಪರಿಚಯ / ಅನುಭವ / ಸಂಪರ್ಕ,N/A,b2
2859,to express,verb,ವ್ಯಕ್ತಪಡಿಸು / ಹೇಳು / ತಿಳಿಸು,transitive,a2
2860,expression (facial look),noun,ಮುಖಭಾವ / ಭಾವ,N/A,a2
2861,expression (communication of ideas),noun,ಅಭಿವ್ಯಕ್ತಿ / ಪ್ರಕಟಣೆ / ನಿರೂಪಣೆ,N/A,a2
2862,to extend (prolong duration),verb,ವಿಸ್ತರಿಸು / ಮುಂದುವರಿಸು,transitive,b2
2863,to extend (to offer or grant),verb,ನೀಡು / ಒದಗಿಸು / ಕೊಡು,transitive,b2
2864,to extend (physically lengthen or stretch),verb,ಉದ್ದ ಮಾಡು / ಚಾಚು / ವಿಸ್ತರಿಸು,transitive,b2
2865,"to stretch (a limb, hand)",verb,ಚಾಚು / ಎಳೆ / ವಿಸ್ತರಿಸು,transitive,b2
2866,extension (physical addition or space),noun,ವಿಸ್ತರಣೆ / ಹೆಚ್ಚುವರಿ ಭಾಗ,N/A,b2
2867,extension (of time or deadline),noun,ಕಾಲಾವಕಾಶ / ಅವಧಿ ವಿಸ್ತರಣೆ,N/A,b2
2868,"extensive (thorough, widespread prevalence)",adjective,ವ್ಯಾಪಕ / ವಿಸ್ತಾರವಾದ / ಸಮಗ್ರ,N/A,b2
2869,extensively,adverb,ವ್ಯಾಪಕವಾಗಿ / ವಿಸ್ತಾರವಾಗಿ / ಸಮಗ್ರವಾಗಿ,N/A,b2
2870,extent (degree),noun,ಪ್ರಮಾಣ / ಮಟ್ಟ,N/A,b2
2871,"extent (scope, area)",noun,ವ್ಯಾಪ್ತಿ / ಕ್ಷೇತ್ರ,N/A,b2
2872,"external (official, affairs)",adjective,ಬಾಹ್ಯ / ಹೊರಗಿನ,N/A,b2
