english_word,word_class,kannada_translation,transliteration,verb_transitivity,level
myself (reflexive),pronoun,ನನ್ನನ್ನು,nannannu,,a2
narrow (limited scope),adjective,ಸಂಕುಚಿತ / ಸೀಮಿತ,saṁkucita / sīmita,,a2
narrow (physical width),adjective,ಕಿರಿದಾದ / ಸಣ್ಣ,kiridāda / saṇṇa,,a2
national,adjective,ರಾಷ್ಟ್ರೀಯ / ದೇಶೀಯ,rāṣṭrīya / dēśīya,,a2
"nature (character, disposition)",noun,ಸ್ವಭಾವ / ಗುಣ / ಪ್ರಕೃತಿ,svabhāva / guṇa / prakr̥ti,,a2
"near (approximately, around)",preposition,ಸುಮಾರು / ಅಂದಾಜು,sumāru / aṁdāju,,a2
nearly,adverb,ಬಹುತೇಕ / ಸುಮಾರು,bahutēka / sumāru,,a2
"necessary (essential, formal)",adjective,ಅಗತ್ಯವಾದ / ಬೇಕಾದ / ಅವಶ್ಯಕವಾದ / ಅನಿವಾರ್ಯವಾದ,agatyavāda / bēkāda / avaśyakavāda / anivāryavāda,,a2
"neck (of a bottle, container)",noun,ಕುತ್ತಿಗೆ / ಕಂಠ,kuttige / kaṁṭha,,a2
neck (of clothing),noun,ಕಾಲರ್,kālar,,a2
"need (financial lack, want)",noun,ಕೊರತೆ / ಅಭಾವ / ಅಗತ್ಯ,korate / abhāva / agatya,,a2
"need (poverty, distress)",noun,ಕಷ್ಟ / ಬಡತನ / ದುಃಸ್ಥಿತಿ,kaṣṭa / baḍatana / duḥsthiti,,a2
"neither (adverb, expressing negative agreement)",determiner,ನಾನೂ ಇಲ್ಲ,nānū illa,,a2
"neither (correlative conjunction, as in 'neither...nor')",determiner,ಎರಡೂ ಇಲ್ಲ,eraḍū illa,,a2
"neither (of two things, people)",pronoun,ಎರಡೂ ಅಲ್ಲ / ಯಾರೂ ಅಲ್ಲ / ಯಾವುದೂ ಇಲ್ಲ,eraḍū alla / yārū alla / yāvudū illa,,a2
neither... nor...,pronoun,ಇದೂ ಅಲ್ಲ ಅದೂ ಅಲ್ಲ / ಒಂದೂ ಇಲ್ಲ ಇನ್ನೊಂದೂ ಇಲ್ಲ,idū alla adū alla / oṁdū illa innoṁdū illa,,a2
nervous (anxious),adjective,ಆತಂಕಿತ / ಗಾಬರಿಗೊಂಡ / ಹೆದರಿದ,ātaṁkita / gābarigoṁḍa / hedarida,,a2
"network (social, professional group)",noun,ಸಂಪರ್ಕ ಜಾಲ / ಸಂಬಂಧ ಜಾಲ,saṁparka jāla / saṁbaṁdha jāla,,a2
"network (telecommunications, infrastructure)",noun,ಜಾಲ / ನೆಟ್‌ವರ್ಕ್,jāla / neṭvark,,a2
noise (general sound),noun,ಶಬ್ದ / ಸದ್ದು / ಧ್ವನಿ,śabda / saddu / dhvani,,a2
"noise (racket, commotion)",noun,ಗಲಾಟೆ / ಗದ್ದಲ / ಕೋಲಾಹಲ,galāṭe / gaddala / kōlāhala,,a2
noisy,adjective,ಗದ್ದಲದ / ಶಬ್ದಮಯ / ಕೋಲಾಹಲಮಯ,gaddalada / śabdamaya / kōlāhalamaya,,a2
none (referring to people),pronoun,ಯಾರೂ ಇಲ್ಲ / ಯಾರೊಬ್ಬರೂ ಇಲ್ಲ,yārū illa / yārobbarū illa,,a2
normal,adjective,ಸಾಮಾನ್ಯ / ಸಹಜ,sāmānya / sahaja,,a2
normally,adverb,ಸಾಮಾನ್ಯವಾಗಿ / ಸಹಜವಾಗಿ,sāmānyavāgi / sahajavāgi,,a2
notice (announcement or sign),noun,ಸೂಚನೆ / ಪ್ರಕಟಣೆ,sūcane / prakaṭaṇe,,a2
notice (period of warning),noun,ನೋಟೀಸ್ ಅವಧಿ,nōṭīs avadhi,,a2
nowhere (indicating lack of progress),adverb,ಎಲ್ಲಿಯೂ ಇಲ್ಲ,elliyū illa,,a2
nowhere (lack of progress),adverb,ಎಲ್ಲೂ ಇಲ್ಲ,ellū illa,,a2
"nut (edible seed, fruit)",noun,ಕಾಯಿ / ಬೀಜ,kāyi / bīja,,a2
nut (edible),noun,ಬೀಜ / ಕಾಯಿ / ಒಣ ಹಣ್ಣು,bīja / kāyi / oṇa haṇṇu,,a2
nut (mechanical fastener),noun,ನಟ್,naṭ,,a2
offer (proposal),noun,ಪ್ರಸ್ತಾಪ / ಕೊಡುಗೆ,prastāpa / koḍuge,,a2
offer (special deal),noun,ವಿಶೇಷ ಕೊಡುಗೆ / ರಿಯಾಯಿತಿ,viśēṣa koḍuge / riyāyiti,,a2
officer,noun,ಅಧಿಕಾರಿ,adhikāri,,a2
often (frequently),adverb,ಆಗಾಗ್ಗೆ / ಪದೇ ಪದೇ,āgāgge / padē padē,,a2
"oil (petroleum, fuel)",noun,ತೈಲ / ಪೆಟ್ರೋಲ್,taila / peṭrōl,,a2
"online (person, device connected status)",adjective,ಆನ್ಲೈನ್,ānlain,,a2
online (via the internet medium),adjective,ಆನ್ಲೈನ್,ānlain,,a2
"onto (aware of, pursuing)",preposition,ರ ಬಗ್ಗೆ ತಿಳಿದಿರು / ರ ಬಗ್ಗೆ ಮಾಹಿತಿ ಇರು,ra bagge tiḷidiru / ra bagge māhiti iru,,a2
"onto (movement, position)",preposition,ರ ಮೇಲೆ / ರ ಮೇಲಕ್ಕೆ,ra mēle / ra mēlakke,,a2
"opinion (viewpoint, stance)",noun,ಅಭಿಪ್ರಾಯ / ಮತ / ದೃಷ್ಟಿಕೋನ,abhiprāya / mata / dr̥ṣṭikōna,,a2
opportunity,noun,ಅವಕಾಶ / ಸಂದರ್ಭ,avakāśa / saṁdarbha,,a2
option,noun,ಆಯ್ಕೆ / ಪರ್ಯಾಯ / ಅವಕಾಶ,āyke / paryāya / avakāśa,,a2
or,conjunction,ಅಥವಾ / ಅಥವ / -ಓ,athavā / athava / -ō,,a2
or (whether... or...),conjunction,-ಓ / ಅಥವಾ / ಅಥವ,-ō / athavā / athava,,a2
ordinary,adjective,ಸಾಮಾನ್ಯ / ಸಾದಾ / ಸರಳ,sāmānya / sādā / saraḷa,,a2
organization (structure or arrangement),noun,ಸಂಘಟನೆ / ವ್ಯವಸ್ಥೆ / ಸಂಯೋಜನೆ,saṁghaṭane / vyavasthe / saṁyōjane,,a2
"organization (the formal body, entity)",noun,ಸಂಸ್ಥೆ / ಸಂಘಟನೆ / ಮಂಡಳಿ,saṁsthe / saṁghaṭane / maṁḍaḷi,,a2
"original (creative, novel)",adjective,ವಿಶಿಷ್ಟ / ನವೀನ / ಅನನ್ಯ,viśiṣṭa / navīna / ananya,,a2
"original (source, first)",adjective,ಮೂಲ / ಆರಂಭಿಕ / ಪ್ರಥಮ,mūla / āraṁbhika / prathama,,a2
other (the remaining),adjective,ಉಳಿದ / ಮಿಕ್ಕ / ಶೇಷ,uḷida / mikka / śēṣa,,a2
ourselves (without help),pronoun,ನಾವೇ / ನಮ್ಮಿಂದಲೇ / ಸ್ವತಃ ನಾವೇ,nāvē / nammiṁdalē / svataḥ nāvē,,a2
outside (attributive),adjective,ಹೊರಗಿನ / ಬಾಹ್ಯ,horagina / bāhya,,a2
outside (location),preposition,ನ ಹೊರಗೆ / ನ ಆಚೆ,na horage / na āce,,a2
"outside (location, adverb)",noun,ಹೊರಭಾಗ / ಹೊರಗಡೆ / ಬಾಹ್ಯ ಭಾಗ,horabhāga / horagaḍe / bāhya bhāga,,a2
"outside (location, direction)",adjective,ಹೊರಗಿನ / ಬಾಹ್ಯ,horagina / bāhya,,a2
outside (the exterior surface),noun,ಹೊರಮೈ / ಮೇಲ್ಮೈ,horamai / mēlmai,,a2
oven,noun,ಓವನ್,ōvan,,a2
owner (female),noun,ಮಾಲೀಕಳು / ಒಡತಿ,mālīkaḷu / oḍati,,a2
pain,noun,ನೋವು / ಬಾಧೆ / ವೇದನೆ,nōvu / bādhe / vēdane,,a2
painter (artist),noun,ಚಿತ್ರಕಾರ / ಚಿತ್ರಕಲಾವಿದ / ಕಲಾವಿದ,citrakāra / citrakalāvida / kalāvida,,a2
painter (house decorator),noun,ಬಣ್ಣಗಾರ / ಪೇಂಟರ್,baṇṇagāra / pēṁṭar,,a2
palace,noun,ಅರಮನೆ / ರಾಜಭವನ,aramane / rājabhavana,,a2
"parking (place, area)",noun,ನಿಲುಗಡೆ / ವಾಹನ ನಿಲುಗಡೆ / ಪಾರ್ಕಿಂಗ್,nilugaḍe / vāhana nilugaḍe / pārkiṁg,,a2
particular (fussy),adjective,ಜಾಗರೂಕ / ಅಚ್ಚುಕಟ್ಟಿನ,jāgarūka / accukaṭṭina,,a2
passenger,noun,ಪ್ರಯಾಣಿಕ,prayāṇika,,a2
patient,noun,ರೋಗಿ / ಅನಾರೋಗ್ಯ ಪೀಡಿತ,rōgi / anārōgya pīḍita,,a2
pattern (design or motif),noun,ನಮೂನೆ / ವಿನ್ಯಾಸ / ಚಿತ್ರಣ,namūne / vinyāsa / citraṇa,,a2
pattern (sequence or trend),noun,ಮಾದರಿ / ಕ್ರಮ / ಪ್ರವೃತ್ತಿ,mādari / krama / pravr̥tti,,a2
pay (salary),noun,ಸಂಬಳ / ವೇತನ,saṁbaḷa / vētana,,a2
pay (wages for labor),noun,ಕೂಲಿ / ಮಜೂರಿ,kūli / majūri,,a2
peace (mental contentment),noun,ಶಾಂತಿ / ನೆಮ್ಮದಿ / ಸಮಾಧಾನ,śāṁti / nemmadi / samādhāna,,a2
penny,noun,ಪೆನ್ನಿ,penni,,a2
"per (according to, as dictated)",preposition,ಪ್ರಕಾರ / ಅನುಸಾರ,prakāra / anusāra,,a2
"per (rate, distribution)",preposition,ಪ್ರತಿ,prati,,a2
per cent,noun,ಶೇಕಡಾ,śēkaḍā,,a2
perhaps,adverb,ಬಹುಶಃ,bahuśaḥ,,a2
"permission (official document, license)",noun,ಪರವಾನಗಿ,paravānagi,,a2
"person (neutral, polite)",noun,ವ್ಯಕ್ತಿ / ಮನುಷ್ಯ / ಜನ,vyakti / manuṣya / jana,,a2
personality (famous person),noun,ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿ / ಜನಪ್ರಿಯ ವ್ಯಕ್ತಿ,prasiddha vyakti / janapriya vyakti,,a2
personality (general),noun,ವ್ಯಕ್ತಿತ್ವ,vyaktitva,,a2
pet (animal companion),noun,ಸಾಕುಪ್ರಾಣಿ / ಸಾಕು ಪ್ರಾಣಿ,sākuprāṇi / sāku prāṇi,,a2
petrol,noun,ಪೆಟ್ರೋಲ್ / ಪೆಟ್ರೋಲು,peṭrōl / peṭrōlu,,a2
"physical (relating to material reality, matter)",adjective,ಭೌತಿಕ,bhautika,,a2
physical (relating to the body),adjective,ಶಾರೀರಿಕ / ದೈಹಿಕ,śārīrika / daihika,,a2
physics,noun,ಭೌತಶಾಸ್ತ್ರ,bhautaśāstra,,a2
piece (artwork or music),noun,ಕೃತಿ / ಭಾಗ,kr̥ti / bhāga,,a2
piece (land),noun,ನಿವೇಶನ / ಭೂಮಿಯ ತುಂಡು / ಜಮೀನು,nivēśana / bhūmiya tuṁḍu / jamīnu,,a2
pilot,noun,ಪೈಲಟ್ / ವಿಮಾನ ಚಾಲಕ,pailaṭ / vimāna cālaka,,a2
pitchfork (large farming tool),noun,ಸೂಳ / ಕವ್ವಳಿ,sūḷa / kavvaḷi,,a2
plane (flat surface),noun,ಸಮತಲ / ಸಮತಟ್ಟಾದ ಮೇಲ್ಮೈ,samatala / samataṭṭāda mēlmai,,a2
planet,noun,ಗ್ರಹ,graha,,a2
"plastic (credit, debit card)",noun,ಕಾರ್ಡ್,kārḍ,,a2
plastic (the material),adjective,ಪ್ಲಾಸ್ಟಿಕ್,plāsṭik,,a2
plate (dish),noun,ತಟ್ಟೆ,taṭṭe,,a2
plate (flat sheet),noun,ಫಲಕ / ತಗಡು,phalaka / tagaḍu,,a2
platform (railway station),noun,ಪ್ಲಾಟ್ಫಾರ್ಮ್,plāṭphārm,,a2
"platform (stage, dais)",noun,ವೇದಿಕೆ,vēdike,,a2
pleased (in formal greetings),adjective,ಸಂತೋಷ / ಖುಷಿ / ಆನಂದ,saṁtōṣa / khuṣi / ānaṁda,,a2
"police (official term for officer, force)",noun,ಪೊಲೀಸ್ / ಆರಕ್ಷಕ,polīs / ārakṣaka,,a2
"police force, department",noun,ಪೊಲೀಸ್ ಇಲಾಖೆ / ಪೊಲೀಸ್ ಪಡೆ / ಆರಕ್ಷಕ ದಳ,polīs ilākhe / polīs paḍe / ārakṣaka daḷa,,a2
polite (courteous),adjective,ವಿನಯಶೀಲ / ಸೌಜನ್ಯದ / ಸಭ್ಯ,vinayaśīla / saujanyada / sabhya,,a2
pollution,noun,ಮಾಲಿನ್ಯ,mālinya,,a2
pop,adjective,ಪಾಪ್ / ಜನಪ್ರಿಯ,pāp / janapriya,,a2
pop (music genre),noun,ಪಾಪ್ ಸಂಗೀತ,pāp saṁgīta,,a2
pop (related to pop culture/music),adjective,ಪಾಪ್,pāp,,a2
"pop (soda, fizzy drink)",noun,ಸೋಡಾ / ತಂಪು ಪಾನೀಯ / ಶೀತಲ ಪಾನೀಯ,sōḍā / taṁpu pānīya / śītala pānīya,,a2
pop (sudden sharp sound),noun,ಟಕ್ ಶಬ್ದ / ಪಟ್ ಶಬ್ದ,ṭak śabda / paṭ śabda,,a2
population,noun,ಜನಸಂಖ್ಯೆ,janasaṁkhye,,a2
"position (job, employment)",noun,ಹುದ್ದೆ / ಸ್ಥಾನ / ಉದ್ಯೋಗ,hudde / sthāna / udyōga,,a2
"position (location, place)",noun,ಸ್ಥಾನ / ಜಾಗ / ಸ್ಥಳ,sthāna / jāga / sthaḷa,,a2
possession (belongings),noun,ಸೊತ್ತು / ವಸ್ತುಗಳು / ಆಸ್ತಿ,sottu / vastugaḷu / āsti,,a2
possession (ownership status),noun,ಸ್ವಾಧೀನ / ಒಡೆತನ / ಮಾಲೀಕತ್ವ,svādhīna / oḍetana / mālīkatva,,a2
possibility,noun,ಸಾಧ್ಯತೆ / ಸಂಭವನೀಯತೆ,sādhyate / saṁbhavanīyate,,a2
poster,noun,ಪೋಸ್ಟರ್ / ಭಿತ್ತಿಪತ್ರ,pōsṭar / bhittipatra,,a2
potential (likelihood of success),noun,ಸಾಮರ್ಥ್ಯ / ಸಾಧ್ಯತೆ / ಸುಪ್ತ ಶಕ್ತಿ,sāmarthya / sādhyate / supta śakti,,a2
power (authority),noun,ಅಧಿಕಾರ / ಪ್ರಭುತ್ವ,adhikāra / prabhutva,,a2
"power (electricity, energy)",noun,ವಿದ್ಯುತ್ / ಕರೆಂಟು / ವಿದ್ಯುಚ್ಛಕ್ತಿ,vidyut / kareṁṭu / vidyucchakti,,a2
power (strength),noun,ಶಕ್ತಿ / ಬಲ / ಸಾಮರ್ಥ್ಯ,śakti / bala / sāmarthya,,a2
practice (custom),noun,ಪದ್ಧತಿ / ಸಂಪ್ರದಾಯ / ಆಚರಣೆ,paddhati / saṁpradāya / ācaraṇe,,a2
"preference (liking, choice)",noun,ಇಷ್ಟ / ಆಯ್ಕೆ / ಮೆಚ್ಚುಗೆ,iṣṭa / āyke / meccuge,,a2
president (of a country),noun,ರಾಷ್ಟ್ರಪತಿ / ಅಧ್ಯಕ್ಷ,rāṣṭrapati / adhyakṣa,,a2
"president (of an organization, committee)",noun,ಅಧ್ಯಕ್ಷ / ಮುಖ್ಯಸ್ಥ / ಸಭಾಪತಿ,adhyakṣa / mukhyastha / sabhāpati,,a2
printer,noun,ಪ್ರಿಂಟರ್ / ಮುದ್ರಕ,priṁṭar / mudraka,,a2
"prison (confinement, traditional term)",noun,ಜೈಲು / ಕಾರಾಗೃಹ / ಬಂದಿಖಾನೆ / ಸೇರೆ ಮನೆ,jeೖlu / kārāgr̥ha / baṁdikhāne / sēre mane,,a2
prize,noun,ಬಹುಮಾನ / ಪಾರಿತೋಷಕ / ಪ್ರಶಸ್ತಿ,bahumāna / pāritōṣaka / praśasti,,a2
probably (formal),adverb,ಬಹುಶಃ / ಸಂಭವನೀಯತಃ / ಒಂದು ವೇಳೆ,bahuśaḥ / saṁbhavanīyataḥ / oṁdu vēḷe,,a2
probably (likely),adverb,ಬಹುಶಃ / ಇರಬಹುದು,bahuśaḥ / irabahudu,,a2
"professional (salaried, non-amateur)",adjective,ವೃತ್ತಿಪರ / ಕಸುಬುದಾರ,vr̥ttipara / kasubudāra,,a2
professor (academic rank),noun,ಪ್ರಾಧ್ಯಾಪಕ,prādhyāpaka,,a2
profile (personal summary),noun,ವಿವರ / ಪ್ರೊಫೈಲ್ / ವೈಯಕ್ತಿಕ ಮಾಹಿತಿ,vivara / prophail / vaiyaktika māhiti,,a2
profile (side view),noun,ಪಾರ್ಶ್ವ ನೋಟ / ಪಾರ್ಶ್ವ ಚಿತ್ರ,pārśva nōṭa / pārśva citra,,a2
program (computer software),noun,ಪ್ರೋಗ್ರಾಮ್ / ತಂತ್ರಾಂಶ / ಅಪ್ಲಿಕೇಶನ್,prōgrām / taṁtrāṁśa / aplikēśan,,a2
"program (event, schedule, show)",noun,ಕಾರ್ಯಕ್ರಮ / ಯೋಜನೆ / ಅನುಸೂಚಿ,kāryakrama / yōjane / anusūci,,a2
programme (computer),noun,ಪ್ರೋಗ್ರಾಂ / ತಂತ್ರಾಂಶ / ಕಾರ್ಯಕ್ರಮ,prōgrāṁ / taṁtrāṁśa / kāryakrama,,a2
progress,noun,ಪ್ರಗತಿ / ಮುನ್ನಡೆ / ಅಭಿವೃದ್ಧಿ,pragati / munnaḍe / abhivr̥ddhi,,a2
promise (potential),noun,ಭರವಸೆ / ಸಾಮರ್ಥ್ಯ / ಸಂಭಾವ್ಯತೆ,bharavase / sāmarthya / saṁbhāvyate,,a2
pub,noun,ಪಬ್,pab,,a2
public,adjective,ಸಾರ್ವಜನಿಕ / ಜನಸಾಮಾನ್ಯರ,sārvajanika / janasāmānyara,,a2
public (people),noun,ಜನರು / ಸಾರ್ವಜನಿಕರು / ಪ್ರಜೆಗಳು,janaru / sārvajanikaru / prajegaḷu,,a2
purpose,noun,ಉದ್ದೇಶ / ಗುರಿ / ಪ್ರಯೋಜನ,uddēśa / guri / prayōjana,,a2
"quality (characteristic, trait)",noun,ಗುಣ / ಲಕ್ಷಣ / ವೈಶಿಷ್ಟ್ಯ,guṇa / lakṣaṇa / vaiśiṣṭya,,a2
quantity,noun,ಪ್ರಮಾಣ / ಮೊತ್ತ / ಸಂಖ್ಯೆ,pramāṇa / motta / saṁkhye,,a2
queen (playing card),noun,ರಾಣಿ,rāṇi,,a2
"question (issue, matter)",noun,ವಿಷಯ / ಸಂಗತಿ / ಅಂಶ,viṣaya / saṁgati / aṁśa,,a2
quick (mentally agile),adjective,ಚುರುಕಾದ / ತೀಕ್ಷ್ಣವಾದ / ವೇಗವಾದ,curukāda / tīkṣṇavāda / vēgavāda,,a2
"quietly (subtly, secretly)",adverb,ಮೆಲ್ಲಗೆ / ನಿಧಾನವಾಗಿ / ಸದ್ದಿಲ್ಲದೆ,mellage / nidhānavāgi / saddillade,,a2
race (competition),noun,ಓಟ / ಸ್ಪರ್ಧೆ / ಪಂದ್ಯ,ōṭa / spardhe / paṁdya,,a2
race (ethnicity),noun,ಜನಾಂಗ / ಕುಲ / ವಂಶ,janāṁga / kula / vaṁśa,,a2
radio (broadcast medium),noun,ರೇಡಿಯೋ,rēḍiyō,,a2
rail track,noun,ರೈಲು ಹಳಿ,railu haḷi,,a2
railway (physical track or line),noun,ರೈಲು ಮಾರ್ಗ / ರೈಲು ಹಳಿ,railu mārga / railu haḷi,,a2
"rate (cost, price)",noun,ದರ / ಬೆಲೆ / ಶುಲ್ಕ,dara / bele / śulka,,a2
"rate (measurement, frequency)",noun,ದರ / ಪ್ರಮಾಣ / ವೇಗ,dara / pramāṇa / vēga,,a2
"rather (instead, preferably)",adverb,ಬದಲಾಗಿ / ಅದರ ಬದಲು,badalāgi / adara badalu,,a2
rather (to a significant degree),adverb,ಸಾಕಷ್ಟು / ಹೆಚ್ಚು / ಬಹಳಷ್ಟು,sākaṣṭu / heccu / bahaḷaṣṭu,,a2
recent,adjective,ಇತ್ತೀಚಿನ / ಈಚಿನ / ಹೊಸ,ittīcina / īcina / hosa,,a2
"recently (just now, immediate past)",adverb,ಈಗ ತಾನೇ / ಇದೀಗ,īga tānē / idīga,,a2
"recently (lately, in recent times)",adverb,ಇತ್ತೀಚೆಗೆ / ಈಚೆಗೆ,ittīcege / īcege,,a2
"reception (desk, area)",noun,ಸ್ವಾಗತ ಕೌಂಟರ್ / ಸ್ವಾಗತ ವಿಭಾಗ / ಸ್ವಾಗತ ಕೊಠಡಿ,svāgata kauṁṭar / svāgata vibhāga / svāgata koṭhaḍi,,a2
"reception (event, party)",noun,ಸ್ವಾಗತ ಸಮಾರಂಭ / ಸತ್ಕಾರ / ಸ್ವಾಗತ ಕೂಟ,svāgata samāraṁbha / satkāra / svāgata kūṭa,,a2
reception (signal quality),noun,ಸಿಗ್ನಲ್ / ಸಂಪರ್ಕದ ಗುಣಮಟ್ಟ,signal / saṁparkada guṇamaṭṭa,,a2
recipe,noun,ಪಾಕವಿಧಾನ / ಅಡುಗೆ ವಿಧಾನ,pākavidhāna / aḍuge vidhāna,,a2
record (achievement),noun,ದಾಖಲೆ,dākhale,,a2
record (document),noun,ದಾಖಲೆ / ದಸ್ತಾವೇಜು,dākhale / dastāvēju,,a2
recording,noun,ಧ್ವನಿಮುದ್ರಣ / ಚಿತ್ರೀಕರಣ / ರೆಕಾರ್ಡಿಂಗ್,dhvanimudraṇa / citrīkaraṇa / rekārḍiṁg,,a2
refrigerator,noun,ಫ್ರಿಜ್ / ಶೈತ್ಯಾಗಾರ,phrij / śaityāgāra,,a2
"region (large geographical, administrative area)",noun,ಪ್ರದೇಶ / ಪ್ರಾಂತ / ಭಾಗ,pradēśa / prāṁta / bhāga,,a2
"region (specific area, part)",noun,ಭಾಗ / ಪ್ರದೇಶ / ಸ್ಥಳ,bhāga / pradēśa / sthaḷa,,a2
regular (periodic),adjective,ನಿಯಮಿತ / ನಿಯತ / ಕ್ರಮಬದ್ಧ,niyamita / niyata / kramabaddha,,a2
regular (standard),adjective,ಸಾಧಾರಣ / ಸಾಮಾನ್ಯ,sādhāraṇa / sāmānya,,a2
"relationship (connection, association)",noun,ಸಂಬಂಧ / ಒಡನಾಟ,saṁbaṁdha / oḍanāṭa,,a2
"relationship (personal, romantic)",noun,ಪ್ರೇಮ ಸಂಬಂಧ / ಪ್ರೇಮ ನಿವೇದನೆ,prēma saṁbaṁdha / prēma nivēdane,,a2
"reply (formal, written communication)",noun,ಪ್ರತ್ಯುತ್ತರ / ಪ್ರತಿಕ್ರಿಯೆ,pratyuttara / pratikriye,,a2
reply (general answer),noun,ಉತ್ತರ / ಪ್ರತಿಕ್ರಿಯೆ,uttara / pratikriye,,a2
"reporter (journalist, formal)",noun,ವರದಿಗಾರ / ಸುದ್ದಿಗಾರ / ಪತ್ರಕರ್ತ,varadigāra / suddigāra / patrakarta,,a2
request (formal application or public demand),noun,ಅರ್ಜಿ / ವಿನಂತಿ / ಮನವಿ,arji / vinaṁti / manavi,,a2
research,noun,ಸಂಶೋಧನೆ / ಅಧ್ಯಯನ,saṁśōdhane / adhyayana,,a2
researcher,noun,ಸಂಶೋಧಕ / ಅಧ್ಯಯನಕಾರ,saṁśōdhaka / adhyayanakāra,,a2
response (reaction),noun,ಪ್ರತಿಕ್ರಿಯೆ / ಪ್ರತಿಸ್ಪಂದನ,pratikriye / pratispaṁdana,,a2
"response (reaction, general reaction)",noun,ಪ್ರತಿಕ್ರಿಯೆ / ಪ್ರತಿಸ್ಪಂದನೆ / ಪ್ರತಿವರ್ತನೆ,pratikriye / pratispaṁdane / prativartane,,a2
response (reply),noun,ಉತ್ತರ / ಪ್ರತ್ಯುತ್ತರ / ಮರುನುಡಿ,uttara / pratyuttara / marunuḍi,,a2
rest (break),noun,ವಿಶ್ರಾಂತಿ / ವಿರಾಮ / ವಿಶ್ರಾಮ,viśrāṁti / virāma / viśrāma,,a2
rest (remainder),noun,ಉಳಿದಿದ್ದು / ಬಾಕಿ / ಮಿಕ್ಕಿದ್ದು / ಶೇಷ,uḷididdu / bāki / mikkiddu / śēṣa,,a2
review (critique),noun,ವಿಮರ್ಶೆ / ವಿಶ್ಲೇಷಣೆ,vimarśe / viślēṣaṇe,,a2
"review (inspection, examination)",noun,ಪರಿಶೀಲನೆ / ಪುನರಾವಲೋಕನ,pariśīlane / punarāvalōkana,,a2
"rich (abundant, fertile)",adjective,ಸಮೃದ್ಧ / ಹೆಚ್ಚಾದ,samr̥ddha / heccāda,,a2
rich (fertile soil),adjective,ಫಲವತ್ತಾದ / ಸಮೃದ್ಧ,phalavattāda / samr̥ddha,,a2
"rich (flavor, food)",adjective,ಸಮೃದ್ಧವಾದ / ಭಾರವಾದ,samr̥ddhavāda / bhāravāda,,a2
"ride (a trip, lift)",noun,ಸವಾರಿ / ಪ್ರಯಾಣ,savāri / prayāṇa,,a2
ride (amusement park attraction),noun,ವಿನೋದ ಸವಾರಿ,vinōda savāri,,a2
"ring (circle, geometric)",noun,ವೃತ್ತ / ಮಂಡಲ,vr̥tta / maṁḍala,,a2
ring (circular shape),noun,ವೃತ್ತ / ಉಂಗುರ / ಬಳೆ,vr̥tta / uṁgura / baḷe,,a2
ring (finger ring),noun,ಉಂಗುರ / ಮುದ್ರಿಕೆ,uṁgura / mudrike,,a2
